fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T06:17:15.388Z,0.284200,71.752,False,False,0,1,False,1d:15,3,65.5,84.6,False,TN
1,2026-03-04T06:17:15.504Z,0.216502,72.466,False,False,0,2,False,1d:4,3,68.8,84.6,False,TN
2,2026-03-04T06:17:15.604Z,0.000610,72.466,False,False,0,3,False,1d:4,1,68.8,84.3,False,TN
3,2026-03-04T06:17:16.107Z,0.000414,69.844,False,False,0,4,False,2x2,1,69.6,83.7,False,TN
4,2026-03-04T06:17:18.101Z,0.000090,127.176,False,False,0,5,False,4x4,3,77.4,84.0,False,TN
5,2026-03-04T06:17:23.608Z,0.000102,132.163,True,True,1,5,False,3x3,1,77.6,84.3,True,FN
6,2026-03-04T06:17:24.108Z,0.000014,70.851,False,False,1,5,False,2x2,1,75.3,82.6,False,TN
7,2026-03-04T06:17:29.001Z,0.000015,133.430,True,True,2,5,True,4x4,2,81.0,77.0,True,TP
8,2026-03-04T06:17:33.003Z,0.000034,70.139,False,False,2,5,True,2x2,3,74.9,79.9,False,FP
9,2026-03-04T06:17:37.504Z,0.000046,75.349,False,False,2,5,True,4x4,1,82.6,86.3,False,FP
10,2026-03-04T06:17:38.107Z,0.000018,127.649,False,False,1,5,False,3x3,0,78.7,89.0,True,FN
11,2026-03-04T06:17:42.104Z,0.000013,71.649,False,False,1,5,False,2x4,3,80.0,84.4,False,TN
12,2026-03-04T06:17:47.107Z,0.000010,72.046,False,False,0,5,False,3x3,1,75.5,87.5,False,TN
13,2026-03-04T06:17:52.103Z,0.000006,126.981,False,False,0,5,False,1d:15,1,74.5,91.8,True,FN
14,2026-03-04T06:17:57.502Z,0.000044,73.603,False,False,0,5,False,1d:15,1,71.2,93.3,False,TN
15,2026-03-04T06:17:58.105Z,0.000034,73.663,False,False,0,5,False,1d:2,0,72.5,91.6,False,TN
16,2026-03-04T06:18:01.601Z,0.000016,134.302,True,True,1,5,False,1d:2,3,71.0,94.2,True,FN
17,2026-03-04T06:18:06.502Z,0.000022,131.292,True,True,2,5,True,1d:4,3,73.4,93.4,False,FP
18,2026-03-04T06:18:09.002Z,0.000036,71.510,False,False,2,5,True,2x4,3,80.5,95.7,False,FP
19,2026-03-04T06:18:10.603Z,0.000006,129.035,True,True,3,5,True,1d:2,1,81.7,89.0,True,TP
