fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-15T13:16:53.394Z,0.500141,75.698,False,False,0,1,False,3x3,1,66.4,96.0,-40.34,-34.41,39.99,-40.34,-34.41,79.99,40.00,0.00,40.00,True,FN
1,2026-04-15T13:16:53.500Z,0.394200,75.698,False,False,0,2,False,3x3,2,66.4,94.0,-40.34,-34.41,39.99,-36.18,-33.81,79.96,40.19,4.20,39.97,True,FN
2,2026-04-15T13:16:54.000Z,0.000126,70.788,True,False,0,3,False,2x2,3,63.4,92.2,-35.81,-34.09,39.73,-32.68,-33.14,79.65,40.05,3.27,39.92,True,FN
3,2026-04-15T13:16:56.501Z,0.000007,70.225,False,False,0,4,False,1d:2,1,54.7,88.2,-15.41,-33.84,40.09,-10.82,-35.15,80.15,40.34,4.77,40.06,True,FN
4,2026-04-15T13:17:01.001Z,0.000463,72.361,True,False,0,5,False,1d:8,2,53.4,88.7,12.42,-33.68,39.55,16.57,-33.83,80.32,40.98,4.15,40.77,True,FN
5,2026-04-15T13:17:03.000Z,0.000066,130.378,True,True,1,5,False,3x3,3,64.2,92.1,36.23,-34.88,39.87,39.89,-22.66,79.85,41.97,12.76,39.98,True,FN
6,2026-04-15T13:17:07.503Z,0.000317,125.865,True,True,2,5,True,2x4,3,61.2,90.0,40.52,-22.78,39.82,35.58,-21.65,79.72,40.22,5.07,39.90,True,TP
7,2026-04-15T13:17:08.002Z,0.000434,131.191,True,True,3,5,True,3x3,3,56.1,87.6,32.44,-21.77,40.21,28.23,-22.06,79.94,39.95,4.22,39.73,True,TP
8,2026-04-15T13:17:08.502Z,0.000375,128.548,True,True,4,5,True,1d:8,2,46.0,82.8,0.03,-22.32,40.17,-4.27,-21.45,79.87,39.94,4.39,39.70,True,TP
9,2026-04-15T13:17:10.002Z,0.000011,73.727,False,False,4,5,True,1d:15,1,47.5,84.5,-11.56,-22.83,40.07,-16.43,-22.12,79.82,40.05,4.92,39.75,True,TP
10,2026-04-15T13:17:14.501Z,0.000067,73.876,False,False,3,5,True,4x4,3,49.2,86.8,-19.87,-20.91,39.82,-24.60,-22.48,80.17,40.66,4.98,40.35,True,TP
11,2026-04-15T13:17:15.001Z,0.000042,70.349,False,False,2,5,True,2x2,1,50.3,84.2,-28.30,-9.61,40.42,-23.00,-10.27,80.30,40.24,5.34,39.88,True,TP
12,2026-04-15T13:17:17.503Z,0.000018,129.613,False,False,1,5,False,1d:8,0,42.2,81.3,-7.24,-10.18,40.27,-4.59,-9.84,80.60,40.42,2.67,40.33,True,FN
13,2026-04-15T13:17:22.002Z,0.000094,132.330,True,True,1,5,False,2x4,2,41.2,81.2,2.89,-9.85,39.88,8.62,-10.65,80.03,40.56,5.79,40.15,True,FN
14,2026-04-15T13:17:23.502Z,0.000354,131.824,True,True,2,5,True,4x4,1,52.3,87.8,31.65,-10.65,40.19,34.95,-10.12,79.86,39.81,3.34,39.67,True,TP
15,2026-04-15T13:17:25.503Z,0.000012,131.020,True,True,3,5,True,1d:8,3,47.5,82.4,24.66,3.35,40.51,20.26,2.70,79.78,39.52,4.45,39.27,True,TP
16,2026-04-15T13:17:30.003Z,0.000123,131.172,True,True,4,5,True,1d:8,2,40.2,80.8,-3.42,3.48,39.92,-7.95,2.12,80.43,40.79,4.73,40.51,True,TP
17,2026-04-15T13:17:31.001Z,0.000056,72.678,True,False,4,5,True,3x3,3,45.6,83.5,-20.42,2.02,40.71,-24.75,1.22,79.72,39.26,4.40,39.01,True,TP
18,2026-04-15T13:17:35.004Z,0.000028,75.675,True,False,3,5,True,2x4,2,50.8,84.0,-27.88,14.17,39.97,-23.75,14.09,79.36,39.61,4.13,39.39,True,TP
19,2026-04-15T13:17:39.503Z,0.000043,130.046,False,False,2,5,True,3x3,1,42.5,80.9,-0.38,13.89,40.12,3.32,13.76,79.62,39.67,3.70,39.50,True,TP
20,2026-04-15T13:17:43.004Z,0.000112,129.229,True,True,2,5,True,1d:2,3,53.0,89.2,31.92,13.88,39.93,36.08,13.57,80.48,40.76,4.17,40.55,True,TP
21,2026-04-15T13:17:46.503Z,0.000038,129.860,False,False,1,5,False,1d:15,0,50.1,84.6,15.53,25.29,40.37,12.37,25.30,79.82,39.58,3.16,39.45,True,FN
22,2026-04-15T13:17:51.006Z,0.000091,129.619,True,True,2,5,True,2x2,3,49.6,85.9,-12.48,26.44,40.06,-15.60,26.44,80.27,40.33,3.12,40.21,True,TP
