fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-15T13:44:38.172Z,0.000030,73.250,False,False,0,1,False,1d:8,0,66.6,96.2,-40.99,-33.74,40.20,-40.99,-33.74,80.20,40.00,0.00,40.00,True,FN
1,2026-04-15T13:44:39.000Z,0.000025,71.080,False,False,0,2,False,3x3,2,61.7,92.2,-31.99,-34.36,40.08,-31.73,-34.06,79.53,39.45,0.40,39.45,True,FN
2,2026-04-15T13:44:40.001Z,0.000013,74.251,False,False,0,3,False,3x3,2,58.0,90.5,-24.27,-34.37,39.98,-23.62,-34.03,80.44,40.47,0.73,40.46,True,FN
3,2026-04-15T13:44:40.502Z,0.000003,73.279,False,False,0,4,False,1d:15,0,56.7,89.1,-20.35,-34.46,40.13,-20.24,-33.89,79.86,39.73,0.58,39.73,True,FN
4,2026-04-15T13:44:45.500Z,0.000004,73.432,False,False,0,5,False,2x4,0,52.5,87.4,-5.10,-33.86,39.73,-3.89,-34.35,80.29,40.58,1.31,40.56,True,FN
5,2026-04-15T13:44:46.500Z,0.000002,71.858,False,False,0,5,False,2x4,0,59.7,91.5,27.97,-34.54,39.82,27.87,-34.16,80.13,40.31,0.39,40.31,True,FN
6,2026-04-15T13:44:51.501Z,0.000006,130.723,True,True,1,5,False,3x3,1,47.9,84.1,15.52,-21.44,39.97,15.49,-22.05,79.64,39.67,0.61,39.67,True,FN
7,2026-04-15T13:44:56.002Z,0.000013,131.105,False,False,1,5,False,1d:2,3,46.3,83.3,-7.30,-22.15,39.96,-7.47,-22.12,79.97,40.01,0.17,40.01,True,FN
8,2026-04-15T13:44:59.001Z,0.000022,70.356,False,False,1,5,False,1d:2,1,54.3,88.3,-35.38,-10.57,39.84,-36.56,-10.52,79.66,39.84,1.18,39.82,True,FN
9,2026-04-15T13:44:59.501Z,0.000014,73.278,False,False,1,5,False,3x3,1,50.2,85.2,-28.20,-10.32,40.20,-27.37,-9.95,80.05,39.86,0.91,39.85,True,FN
10,2026-04-15T13:45:00.502Z,0.000005,130.568,False,False,1,5,False,1d:4,1,45.7,83.0,-20.20,-9.79,39.78,-19.90,-9.31,80.08,40.30,0.57,40.30,True,FN
11,2026-04-15T13:45:05.502Z,0.000016,126.197,True,True,1,5,False,3x3,1,40.9,80.3,-0.61,-9.70,39.69,-1.37,-10.04,79.65,39.97,0.83,39.96,True,FN
12,2026-04-15T13:45:08.002Z,0.000023,134.220,False,False,1,5,False,4x4,0,50.0,85.8,27.73,-9.94,40.38,28.36,-10.57,80.23,39.86,0.89,39.85,True,FN
13,2026-04-15T13:45:11.504Z,0.000251,129.533,True,True,2,5,True,3x3,2,54.3,87.4,36.74,1.50,39.95,36.22,1.60,79.57,39.62,0.53,39.62,True,TP
14,2026-04-15T13:45:13.502Z,0.000805,130.746,True,True,3,5,True,2x4,3,40.4,80.0,4.22,1.94,40.11,4.11,1.39,79.92,39.81,0.56,39.81,True,TP
15,2026-04-15T13:45:15.502Z,0.000018,132.186,True,True,4,5,True,4x4,1,45.4,82.2,-20.72,1.96,40.29,-19.74,2.19,79.79,39.51,1.01,39.50,True,TP
16,2026-04-15T13:45:18.503Z,0.000009,131.276,True,True,4,5,True,4x4,1,55.5,89.1,-35.90,14.87,39.69,-36.79,13.24,80.08,40.43,1.86,40.39,True,TP
17,2026-04-15T13:45:23.502Z,0.000039,71.748,True,False,4,5,True,2x4,1,47.0,83.7,-20.44,13.88,39.95,-20.24,13.70,80.05,40.10,0.27,40.10,True,TP
18,2026-04-15T13:45:25.504Z,0.000053,127.686,False,False,3,5,True,1d:8,0,43.2,82.0,8.21,15.26,39.53,7.87,14.62,80.31,40.79,0.72,40.78,True,TP
19,2026-04-15T13:45:26.004Z,0.000002,130.279,False,False,2,5,True,4x4,0,48.9,84.5,23.74,14.27,40.24,23.61,13.96,79.97,39.73,0.34,39.73,True,TP
20,2026-04-15T13:45:31.003Z,0.000035,129.352,True,True,2,5,True,1d:15,2,53.1,86.9,23.44,26.02,39.94,23.52,25.30,79.78,39.85,0.72,39.84,True,TP
21,2026-04-15T13:45:31.502Z,0.000007,134.548,False,False,1,5,False,2x4,0,49.3,85.0,11.45,26.04,40.28,12.29,26.56,79.78,39.51,0.99,39.50,True,FN
22,2026-04-15T13:45:36.503Z,0.000013,136.580,False,False,1,5,False,3x3,0,51.6,86.2,-19.87,26.11,39.83,-20.77,25.41,79.71,39.90,1.14,39.88,True,FN
23,2026-04-15T13:45:36.504Z,0.000011,131.532,False,False,1,5,False,4x4,0,55.3,88.3,-28.20,25.60,40.10,-27.33,25.79,79.89,39.80,0.89,39.79,True,FN
