fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-06T23:47:35.319Z,0.046464,131.527,False,False,0,1,False,4x4,0,65.8,86.5,27.36,6.03,59.48,-28.17,-19.76,79.38,64.38,61.23,19.90,True,FN
1,2026-04-06T23:47:35.531Z,0.000660,73.567,True,False,0,2,False,4x4,3,64.0,87.6,26.24,3.52,58.22,-29.35,-14.75,81.18,62.86,58.52,22.96,True,FN
2,2026-04-06T23:47:36.015Z,0.000003,130.634,True,True,1,3,False,2x4,3,63.1,86.8,27.72,5.53,56.44,-33.21,-15.06,78.72,68.06,64.31,22.28,True,FN
3,2026-04-06T23:47:41.001Z,0.000013,134.055,True,True,2,4,True,1d:4,3,63.5,87.6,26.90,8.20,56.94,-33.85,-18.98,78.57,69.98,66.55,21.63,True,TP
4,2026-04-06T23:47:42.001Z,0.000029,72.295,False,False,2,5,True,2x4,1,64.3,83.9,35.31,2.34,53.67,-22.89,-12.24,79.82,65.45,60.00,26.15,False,FP
5,2026-04-06T23:47:43.515Z,0.000003,125.021,True,True,3,5,True,4x4,3,56.3,76.7,24.98,14.81,48.20,-12.42,-10.04,75.03,52.31,44.90,26.83,True,TP
6,2026-04-06T23:47:49.005Z,0.000016,74.914,False,False,3,5,True,2x2,1,64.2,83.8,20.26,25.18,55.51,-18.58,-18.90,79.47,63.45,58.75,23.96,False,FP
7,2026-04-06T23:47:53.002Z,0.000043,131.885,True,True,3,5,True,1d:4,1,69.6,84.7,27.96,30.54,55.94,-11.23,-27.82,79.20,74.05,70.30,23.26,True,TP
8,2026-04-06T23:47:57.513Z,0.000089,74.273,False,False,2,5,True,3x3,3,71.7,87.5,27.88,33.75,56.82,-13.49,-34.18,79.36,82.67,79.54,22.54,False,FP
9,2026-04-06T23:47:58.513Z,0.000086,128.759,False,False,2,5,True,1d:8,1,71.3,85.3,27.63,33.69,56.43,-25.49,-37.09,72.42,89.93,88.50,15.99,False,FP
10,2026-04-06T23:47:59.511Z,0.000032,130.346,False,False,1,5,False,4x4,0,69.8,79.8,23.22,31.27,57.98,-20.68,-33.71,69.32,79.24,78.42,11.34,True,FN
11,2026-04-06T23:48:02.514Z,0.000002,75.179,False,False,1,5,False,2x2,2,66.2,79.3,20.28,37.96,50.34,-21.04,-25.06,72.25,78.48,75.36,21.91,False,TN
12,2026-04-06T23:48:07.500Z,0.000012,73.542,True,False,0,5,False,1d:15,3,66.3,80.4,24.29,33.52,51.74,-26.20,-20.86,73.08,77.21,74.21,21.34,False,TN
13,2026-04-06T23:48:08.006Z,0.000099,127.059,True,True,1,5,False,2x2,2,73.8,78.5,29.46,34.02,58.49,-21.65,-19.72,72.80,75.53,74.16,14.31,True,FN
14,2026-04-06T23:48:08.016Z,0.000065,131.510,True,True,2,5,True,4x4,3,71.9,75.7,30.03,33.52,56.13,-20.88,-16.18,70.88,72.66,71.15,14.75,True,TP
15,2026-04-06T23:48:08.514Z,0.000043,127.550,True,True,3,5,True,2x2,3,69.5,75.8,30.66,30.89,54.15,-15.83,-12.34,73.15,66.27,63.48,19.00,True,TP
16,2026-04-06T23:48:09.011Z,0.000017,126.330,True,True,4,5,True,3x3,1,68.4,78.7,29.16,28.67,54.81,-20.34,-13.66,74.82,68.14,65.13,20.01,True,TP
17,2026-04-06T23:48:14.005Z,0.000022,72.316,False,False,4,5,True,2x2,3,66.9,71.6,31.78,26.10,52.72,-20.49,-4.16,68.45,62.41,60.40,15.73,False,FP
18,2026-04-06T23:48:16.015Z,0.000007,131.906,True,True,4,5,True,2x4,3,63.9,73.0,30.54,25.30,50.10,-9.91,-0.58,72.29,52.90,48.02,22.19,True,TP
19,2026-04-06T23:48:21.005Z,0.000013,128.286,True,True,4,5,True,2x4,1,60.8,76.3,26.29,23.91,49.28,-13.63,-9.59,74.47,57.88,52.11,25.19,True,TP
20,2026-04-06T23:48:22.015Z,0.000007,73.661,False,False,3,5,True,4x4,1,66.8,63.5,32.13,30.84,49.72,-4.03,2.51,63.27,47.89,45.94,13.55,False,FP
21,2026-04-06T23:48:24.014Z,0.000000,125.621,False,False,2,5,True,1d:15,1,66.8,62.4,33.09,30.49,49.38,-4.89,-6.00,61.87,54.13,52.67,12.49,True,TP
22,2026-04-06T23:48:29.501Z,0.000045,129.225,False,False,2,5,True,1d:4,1,68.6,71.1,30.39,30.64,53.27,2.53,-1.53,71.01,46.11,42.56,17.74,False,FP
23,2026-04-06T23:48:30.012Z,0.000010,128.528,False,False,1,5,False,2x2,2,63.6,75.9,32.85,25.10,48.39,5.67,-14.27,74.34,54.43,47.84,25.95,False,TN
24,2026-04-06T23:48:35.004Z,0.000225,131.415,False,False,0,5,False,4x4,3,63.0,78.0,28.29,25.40,50.28,3.95,-14.48,76.52,53.59,46.72,26.24,False,TN
