fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T09:01:31.774Z,0.047966,72.862,True,False,0,1,False,1d:8,1,65.0,87.4,True,FN
1,2026-03-04T09:01:32.517Z,0.005163,131.719,True,True,1,2,False,4x4,1,66.8,89.9,True,FN
2,2026-03-04T09:01:33.023Z,0.000192,127.065,True,True,2,3,True,2x2,3,67.8,86.6,True,TP
3,2026-03-04T09:01:35.013Z,0.000034,71.000,False,False,2,4,True,1d:8,2,67.7,87.2,False,FP
4,2026-03-04T09:01:38.521Z,0.000031,72.092,False,False,2,5,True,4x4,0,69.9,86.6,False,FP
5,2026-03-04T09:01:41.521Z,0.000016,133.480,True,True,3,5,True,1d:8,2,71.5,89.4,True,TP
6,2026-03-04T09:01:42.517Z,0.000013,132.684,True,True,3,5,True,1d:15,1,71.0,90.8,True,TP
7,2026-03-04T09:01:47.504Z,0.000089,70.594,False,False,2,5,True,1d:2,0,71.0,94.3,False,FP
8,2026-03-04T09:01:47.516Z,0.000084,70.576,True,False,2,5,True,1d:4,3,73.2,95.8,False,FP
9,2026-03-04T09:01:50.023Z,0.000060,127.288,False,False,2,5,True,3x3,0,70.9,90.5,True,TP
10,2026-03-04T09:01:51.022Z,0.000044,71.724,True,False,1,5,False,2x2,3,71.2,93.1,False,TN
11,2026-03-04T09:01:57.016Z,0.000085,70.302,False,False,0,5,False,1d:2,3,72.4,91.5,False,TN
12,2026-03-04T09:01:57.518Z,0.000036,138.568,False,False,0,5,False,2x2,1,74.8,94.3,True,FN
13,2026-03-04T09:02:01.520Z,0.000028,74.005,True,False,0,5,False,1d:15,3,74.6,92.4,False,TN
14,2026-03-04T09:02:06.021Z,0.000005,124.439,True,True,1,5,False,3x3,1,76.0,91.0,True,FN
15,2026-03-04T09:02:11.504Z,0.000023,71.264,False,False,1,5,False,2x4,2,87.1,81.6,False,TN
16,2026-03-04T09:02:14.004Z,0.000048,130.102,True,True,2,5,True,4x4,1,76.9,87.2,True,TP
17,2026-03-04T09:02:17.587Z,0.000023,129.058,False,False,2,5,True,2x2,3,73.6,80.1,False,FP
18,2026-03-04T09:02:18.151Z,0.000009,72.010,False,False,2,5,True,1d:2,1,76.3,81.3,False,FP
19,2026-03-04T09:02:23.005Z,0.000019,74.593,False,False,1,5,False,1d:8,3,76.5,80.6,False,TN
20,2026-03-04T09:02:25.003Z,0.000063,131.206,True,True,2,5,True,2x2,3,76.6,81.2,True,TP
21,2026-03-04T09:02:26.014Z,0.000041,73.195,True,False,1,5,False,4x4,3,78.8,80.8,False,TN
22,2026-03-04T09:02:28.517Z,0.000002,130.272,True,True,2,5,True,1d:8,3,73.9,76.7,True,TP
23,2026-03-04T09:02:33.502Z,0.000952,130.424,False,False,2,5,True,4x4,3,70.8,74.1,False,FP
24,2026-03-04T09:02:33.513Z,0.000074,74.510,False,False,2,5,True,3x3,2,68.4,78.4,False,FP
25,2026-03-04T09:02:35.011Z,0.000048,72.155,False,False,1,5,False,3x3,3,69.3,76.2,False,TN
26,2026-03-04T09:02:36.012Z,0.000009,130.561,False,False,1,5,False,1d:2,0,65.5,74.1,True,FN
27,2026-03-04T09:02:41.502Z,0.000041,129.599,False,False,0,5,False,2x4,0,69.7,77.8,True,FN
28,2026-03-04T09:02:43.501Z,0.000041,74.645,False,False,0,5,False,3x3,1,71.7,81.1,False,TN
29,2026-03-04T09:02:44.505Z,0.000052,71.336,False,False,0,5,False,1d:2,2,66.3,82.0,False,TN
30,2026-03-04T09:02:47.512Z,0.000032,75.449,False,False,0,5,False,1d:15,3,70.6,79.6,False,TN
31,2026-03-04T09:02:52.501Z,0.000162,74.010,False,False,0,5,False,4x4,3,68.9,73.2,False,TN
32,2026-03-04T09:02:55.513Z,0.000055,74.322,False,False,0,5,False,4x4,0,67.3,63.7,False,TN
33,2026-03-04T09:02:56.513Z,0.000031,72.742,False,False,0,5,False,1d:15,3,65.2,67.0,False,TN
34,2026-03-04T09:02:57.514Z,0.000000,72.022,False,False,0,5,False,1d:8,3,66.6,64.9,False,TN
35,2026-03-04T09:03:02.504Z,0.000041,71.371,False,False,0,5,False,2x2,0,63.5,64.5,False,TN
36,2026-03-04T09:03:04.501Z,0.000080,71.366,True,False,0,5,False,2x4,2,64.3,64.8,True,FN
37,2026-03-04T09:03:06.002Z,0.000696,127.744,True,True,1,5,False,4x4,3,64.9,64.6,True,FN
38,2026-03-04T09:03:06.014Z,0.000151,71.194,False,False,1,5,False,4x4,1,64.3,58.3,False,TN
39,2026-03-04T09:03:06.515Z,0.000054,71.566,False,False,1,5,False,1d:4,2,64.6,59.3,False,TN
40,2026-03-04T09:03:07.018Z,0.000027,72.882,False,False,1,5,False,2x2,3,63.5,60.9,False,TN
41,2026-03-04T09:03:10.511Z,0.000001,128.014,True,True,2,5,True,2x2,1,62.2,58.9,True,TP
42,2026-03-04T09:03:16.016Z,0.000026,74.536,False,False,1,5,False,1d:15,1,64.9,54.6,False,TN
43,2026-03-04T09:03:20.503Z,0.000027,127.649,True,True,2,5,True,2x2,3,69.1,59.6,True,TP
44,2026-03-04T09:03:23.004Z,0.000029,73.263,False,False,2,5,True,4x4,3,67.0,64.0,False,FP
45,2026-03-04T09:03:24.515Z,0.000059,74.987,False,False,2,5,True,2x4,3,73.5,71.7,False,FP
46,2026-03-04T09:03:26.517Z,0.000005,73.670,True,False,1,5,False,4x4,3,81.2,77.0,True,FN
47,2026-03-04T09:03:30.515Z,0.000001,72.951,False,False,1,5,False,2x4,1,88.2,82.8,False,TN
48,2026-03-04T09:03:31.015Z,0.000000,73.027,False,False,0,5,False,1d:15,2,87.1,81.2,False,TN
49,2026-03-04T09:03:37.011Z,0.000000,71.911,False,False,0,5,False,2x2,1,81.2,72.7,False,TN
50,2026-03-04T09:03:41.012Z,0.000001,73.895,False,False,0,5,False,4x4,1,83.9,76.3,False,TN
51,2026-03-04T09:03:44.502Z,0.000060,129.614,False,False,0,5,False,2x2,1,88.9,69.8,True,FN
52,2026-03-04T09:03:46.501Z,0.000069,129.863,False,False,0,5,False,2x2,3,88.2,71.4,False,TN
53,2026-03-04T09:03:47.515Z,0.000035,73.103,False,False,0,5,False,1d:15,1,82.0,79.1,False,TN
54,2026-03-04T09:03:53.015Z,0.000047,72.287,False,False,0,5,False,2x2,3,87.2,76.0,False,TN
55,2026-03-04T09:03:57.012Z,0.000017,129.742,False,False,0,5,False,1d:2,1,88.6,77.9,True,FN
56,2026-03-04T09:04:02.014Z,0.000056,127.751,False,False,0,5,False,1d:4,1,88.4,80.2,True,FN
57,2026-03-04T09:04:03.014Z,0.000069,71.545,False,False,0,5,False,1d:8,0,93.5,76.7,False,TN
58,2026-03-04T09:04:06.013Z,0.000012,129.402,False,False,0,5,False,4x4,1,96.1,78.6,True,FN
59,2026-03-04T09:04:11.515Z,0.000025,74.075,False,False,0,5,False,4x4,0,92.8,76.4,False,TN
60,2026-03-04T09:04:14.503Z,0.000087,138.973,True,True,1,5,False,4x4,2,96.1,73.2,True,FN
61,2026-03-04T09:04:15.013Z,0.000006,74.896,False,False,1,5,False,2x4,1,94.7,77.2,False,TN
62,2026-03-04T09:04:20.504Z,0.000013,73.614,False,False,1,5,False,1d:8,1,94.1,78.2,False,TN
63,2026-03-04T09:04:21.001Z,0.000036,72.334,False,False,1,5,False,2x4,1,96.4,80.4,False,TN
64,2026-03-04T09:04:22.501Z,0.000099,134.127,False,False,1,5,False,4x4,0,96.2,81.9,True,FN
65,2026-03-04T09:04:23.013Z,0.000007,75.274,False,False,0,5,False,4x4,2,96.2,79.4,False,TN
66,2026-03-04T09:04:28.001Z,0.000153,73.570,False,False,0,5,False,3x3,1,90.1,81.8,False,TN
67,2026-03-04T09:04:29.012Z,0.000092,126.056,True,True,1,5,False,4x4,2,90.9,89.7,True,FN
68,2026-03-04T09:04:29.513Z,0.000039,127.697,True,True,2,5,True,4x4,2,91.8,84.6,True,TP
69,2026-03-04T09:04:30.012Z,0.000002,75.872,True,False,2,5,True,1d:15,1,90.5,83.3,True,TP
