fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T07:04:46.090Z,0.086592,130.784,True,True,1,1,False,2x4,3,64.3,84.6,True,FN
1,2026-03-04T07:04:47.094Z,0.005692,129.456,True,True,2,2,True,2x4,3,63.7,81.5,True,TP
2,2026-03-04T07:04:47.094Z,0.005571,128.046,True,True,3,3,True,3x3,3,60.4,80.9,True,TP
3,2026-03-04T07:04:48.095Z,0.002016,72.856,False,False,3,4,True,2x2,3,61.6,78.3,False,FP
4,2026-03-04T07:04:50.105Z,0.002016,76.330,False,False,3,5,True,1d:15,0,59.2,83.3,False,FP
5,2026-03-04T07:04:52.126Z,0.000010,70.851,False,False,2,5,True,2x2,1,59.5,80.1,False,FP
6,2026-03-04T07:04:55.143Z,0.000001,125.873,False,False,1,5,False,3x3,1,63.4,80.0,True,FN
7,2026-03-04T07:04:59.004Z,0.000020,70.972,False,False,0,5,False,2x2,2,69.2,71.8,False,TN
8,2026-03-04T07:05:00.180Z,0.000009,72.117,False,False,0,5,False,2x2,1,68.4,67.1,False,TN
9,2026-03-04T07:05:00.182Z,0.000006,74.917,False,False,0,5,False,3x3,1,69.5,67.7,False,TN
10,2026-03-04T07:05:05.001Z,0.000987,135.409,True,True,1,5,False,1d:4,3,68.0,68.3,True,FN
11,2026-03-04T07:05:05.207Z,0.000161,69.729,False,False,1,5,False,1d:2,3,65.2,62.5,False,TN
12,2026-03-04T07:05:06.215Z,0.000053,71.821,False,False,1,5,False,2x2,1,62.2,61.9,False,TN
13,2026-03-04T07:05:08.230Z,0.000036,73.141,False,False,1,5,False,3x3,3,66.0,63.3,False,TN
14,2026-03-04T07:05:08.231Z,0.000030,68.330,False,False,1,5,False,1d:2,2,64.1,61.1,False,TN
15,2026-03-04T07:05:10.249Z,0.000018,136.621,True,True,1,5,False,1d:4,2,65.2,61.2,True,FN
16,2026-03-04T07:05:11.254Z,0.000003,130.214,True,True,2,5,True,4x4,1,67.7,63.5,True,TP
17,2026-03-04T07:05:15.010Z,0.001496,127.994,False,False,2,5,True,2x2,2,67.8,62.7,False,FP
18,2026-03-04T07:05:15.277Z,0.000101,126.983,False,False,2,5,True,2x4,3,64.3,54.1,False,FP
19,2026-03-04T07:05:16.287Z,0.000035,72.193,False,False,2,5,True,2x4,2,67.0,54.0,False,FP
20,2026-03-04T07:05:18.303Z,0.000001,127.938,False,False,1,5,False,2x4,1,61.7,56.5,True,FN
