fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m
51,2026-02-27T22:48:36.966Z,0.673021,74.180,True,False,2,5,False,1d:4,2,48.6,118.8
52,2026-02-27T22:48:37.302Z,0.332828,74.180,True,False,2,5,False,1d:4,3,48.6,119.2
53,2026-02-27T22:48:37.472Z,0.172875,129.213,True,True,3,5,True,3x3,3,48.1,119.2
54,2026-02-27T22:48:37.806Z,0.330445,129.213,True,True,3,5,True,3x3,3,48.1,122.2
55,2026-02-27T22:48:38.306Z,0.831188,129.213,True,True,3,5,True,3x3,3,48.1,124.8
56,2026-02-27T22:48:38.476Z,0.172880,73.608,True,False,3,5,True,2x2,3,54.3,124.8
57,2026-02-27T22:48:38.980Z,0.677269,71.858,True,False,3,5,True,2x4,3,52.4,124.8
58,2026-02-27T22:48:39.305Z,0.324808,71.858,False,False,2,5,False,2x4,0,52.4,114.2
59,2026-02-27T22:48:39.481Z,0.176027,74.681,False,False,1,5,False,4x4,0,48.6,114.2
60,2026-02-27T22:48:39.810Z,0.325208,74.681,True,False,0,5,False,4x4,2,48.6,111.4
61,2026-02-27T22:48:39.984Z,0.178558,72.073,True,False,0,5,False,1d:4,2,51.2,111.4
62,2026-02-27T22:48:40.307Z,0.323040,72.073,True,False,0,5,False,1d:4,2,51.2,108.8
63,2026-02-27T22:48:40.814Z,0.825401,72.073,False,False,0,5,False,1d:4,0,51.2,111.5
64,2026-02-27T22:48:40.990Z,0.177951,74.634,False,False,0,5,False,4x4,0,40.6,111.5
65,2026-02-27T22:48:41.312Z,0.324019,74.634,True,False,0,5,False,4x4,2,40.6,107.6
66,2026-02-27T22:48:41.492Z,0.180749,72.656,True,False,0,5,False,2x2,2,39.5,107.6
67,2026-02-27T22:48:41.993Z,0.681359,69.259,True,False,0,5,False,1d:2,2,44.0,107.6
68,2026-02-27T22:48:42.315Z,0.322003,69.259,False,False,0,5,False,1d:2,1,44.0,107.8
69,2026-02-27T22:48:42.495Z,0.179626,131.641,False,False,0,5,False,2x4,1,37.7,107.8
70,2026-02-27T22:48:42.817Z,0.322114,131.641,True,True,1,5,False,2x4,3,37.7,111.4
71,2026-02-27T22:48:42.997Z,0.179214,128.961,True,True,2,5,False,2x4,3,35.3,111.4
72,2026-02-27T22:48:43.318Z,0.321963,128.961,True,True,3,5,True,2x4,1,35.3,115.4
73,2026-02-27T22:48:43.500Z,0.178692,71.134,True,False,3,5,True,2x4,1,35.4,115.4
74,2026-02-27T22:48:43.827Z,0.325485,71.134,False,False,3,5,True,2x4,0,35.4,118.7
75,2026-02-27T22:48:43.997Z,0.175331,129.228,False,False,2,5,False,2x4,0,37.0,118.7
76,2026-02-27T22:48:44.324Z,0.325281,129.228,True,True,2,5,False,2x4,1,37.0,121.6
77,2026-02-27T22:48:44.828Z,0.829687,129.228,True,True,2,5,False,2x4,1,37.0,126.2
78,2026-02-27T22:48:45.003Z,0.176165,72.708,True,False,2,5,False,2x2,1,36.1,126.2
79,2026-02-27T22:48:45.328Z,0.324462,72.708,False,False,2,5,False,2x2,2,36.1,128.8
80,2026-02-27T22:48:45.511Z,0.179564,128.336,False,False,2,5,False,4x4,2,40.0,128.8
81,2026-02-27T22:48:45.834Z,0.322859,128.336,True,True,2,5,False,4x4,2,40.0,125.6
82,2026-02-27T22:48:46.010Z,0.178810,73.250,True,False,1,5,False,2x2,2,40.7,125.6
83,2026-02-27T22:48:46.332Z,0.321886,73.250,True,False,1,5,False,2x2,2,40.7,123.1
84,2026-02-27T22:48:46.514Z,0.181616,127.541,True,True,2,5,False,2x2,2,40.0,123.1
85,2026-02-27T22:48:46.835Z,0.322498,127.541,False,False,2,5,False,2x2,0,40.0,122.9
86,2026-02-27T22:48:47.014Z,0.178860,128.155,False,False,1,5,False,1d:8,0,43.7,122.9
87,2026-02-27T22:48:47.839Z,0.824071,128.155,False,False,1,5,False,1d:8,1,43.7,116.2
88,2026-02-27T22:48:48.019Z,0.180352,73.162,False,False,1,5,False,1d:15,1,40.5,116.2
89,2026-02-27T22:48:48.843Z,0.825105,73.162,False,False,0,5,False,1d:15,1,40.5,119.3
90,2026-02-27T22:48:49.024Z,0.180237,127.475,False,False,0,5,False,4x4,1,44.6,119.3
91,2026-02-27T22:48:49.351Z,0.324016,127.475,True,True,1,5,False,4x4,3,44.6,125.1
92,2026-02-27T22:48:49.529Z,0.179943,129.476,True,True,2,5,False,4x4,3,46.6,125.1
93,2026-02-27T22:48:49.848Z,0.320792,129.476,True,True,3,5,True,4x4,1,46.6,132.1
94,2026-02-27T22:48:50.028Z,0.179971,73.274,True,False,3,5,True,2x2,1,50.3,132.1
95,2026-02-27T22:48:50.356Z,0.325066,73.274,False,False,3,5,True,2x2,0,50.3,133.9
96,2026-02-27T22:48:50.534Z,0.179239,130.685,False,False,2,5,False,1d:8,0,49.1,133.9
97,2026-02-27T22:48:50.855Z,0.321388,130.685,False,False,1,5,False,1d:8,2,49.1,133.5
98,2026-02-27T22:48:51.034Z,0.179308,73.005,False,False,0,5,False,1d:8,2,48.6,133.5
99,2026-02-27T22:48:51.539Z,0.681960,128.950,False,False,0,5,False,1d:15,2,51.7,133.5
100,2026-02-27T22:48:51.859Z,0.322546,128.950,False,False,0,5,False,1d:15,1,51.7,133.7
101,2026-02-27T22:48:52.039Z,0.179458,74.514,False,False,0,5,False,2x4,1,53.3,133.7
102,2026-02-27T22:48:52.541Z,0.681937,124.997,False,False,0,5,False,2x2,1,51.3,133.7
103,2026-02-27T22:48:53.545Z,1.686481,74.481,False,False,0,5,False,2x2,1,58.5,133.7
104,2026-02-27T22:48:54.049Z,2.190647,127.630,False,False,0,5,False,1d:4,1,60.8,133.7
105,2026-02-27T22:48:54.550Z,2.691112,73.461,False,False,0,5,False,1d:8,1,62.5,133.7
106,2026-02-27T22:48:54.876Z,0.322363,73.461,False,False,0,5,False,1d:8,2,62.5,120.8
107,2026-02-27T22:48:55.054Z,0.181747,72.442,False,False,0,5,False,3x3,2,61.6,120.8
108,2026-02-27T22:48:55.379Z,0.322445,72.442,True,False,0,5,False,3x3,3,61.6,121.8
109,2026-02-27T22:48:55.880Z,0.823145,72.442,True,False,0,5,False,3x3,1,61.6,121.3
110,2026-02-27T22:48:56.055Z,0.178157,130.971,True,True,1,5,False,4x4,1,59.0,121.3
111,2026-02-27T22:48:56.381Z,0.322462,130.971,True,True,2,5,False,4x4,1,59.0,119.4
112,2026-02-27T22:48:56.559Z,0.181894,74.240,True,False,2,5,False,2x4,1,54.6,119.4
113,2026-02-27T22:48:56.881Z,0.321021,74.240,True,False,2,5,False,2x4,2,54.6,118.9
114,2026-02-27T22:48:57.061Z,0.179736,126.032,True,True,3,5,True,4x4,2,52.9,118.9
115,2026-02-27T22:48:57.381Z,0.320828,126.032,True,True,3,5,True,4x4,1,52.9,124.4
116,2026-02-27T22:48:57.564Z,0.182558,73.051,True,False,2,5,False,3x3,1,56.1,124.4
117,2026-02-27T22:48:57.885Z,0.319771,73.051,False,False,2,5,False,3x3,0,56.1,120.7
118,2026-02-27T22:48:58.065Z,0.181113,74.503,False,False,2,5,False,1d:15,0,60.1,120.7
119,2026-02-27T22:48:58.570Z,0.682730,71.845,False,False,1,5,False,3x3,0,59.2,120.7
120,2026-02-27T22:48:58.888Z,0.321898,71.845,True,False,0,5,False,3x3,3,59.2,118.0
121,2026-02-27T22:48:59.069Z,0.180721,70.583,True,False,0,5,False,1d:2,3,61.7,118.0
122,2026-02-27T22:48:59.393Z,0.323510,70.583,False,False,0,5,False,1d:2,2,61.7,113.1
123,2026-02-27T22:48:59.893Z,0.824061,70.583,False,False,0,5,False,1d:2,0,61.7,114.0
124,2026-02-27T22:49:00.073Z,0.180238,74.022,False,False,0,5,False,2x4,0,58.3,114.0
125,2026-02-27T22:49:00.397Z,0.324113,74.022,True,False,0,5,False,2x4,1,58.3,114.6
126,2026-02-27T22:49:00.578Z,0.179933,72.044,True,False,0,5,False,2x2,1,57.1,114.6
127,2026-02-27T22:49:00.899Z,0.321396,72.044,True,False,0,5,False,2x2,1,57.1,115.5
128,2026-02-27T22:49:01.078Z,0.179228,126.842,True,True,1,5,False,1d:15,1,59.8,115.5
129,2026-02-27T22:49:01.406Z,0.324973,126.842,False,False,1,5,False,1d:15,3,59.8,115.1
130,2026-02-27T22:49:01.580Z,0.177524,74.055,False,False,1,5,False,1d:15,3,60.5,115.1
131,2026-02-27T22:49:01.903Z,0.323257,74.055,True,False,1,5,False,1d:15,2,60.5,118.0
132,2026-02-27T22:49:02.082Z,0.177898,71.928,True,False,1,5,False,2x2,2,57.8,118.0
133,2026-02-27T22:49:02.586Z,0.682957,126.008,True,True,1,5,False,2x4,2,61.1,118.0
134,2026-02-27T22:49:02.909Z,0.322297,126.008,False,False,1,5,False,2x4,2,61.1,122.3
135,2026-02-27T22:49:03.087Z,0.178372,134.118,False,False,1,5,False,3x3,2,64.7,122.3
136,2026-02-27T22:49:03.415Z,0.324117,134.118,False,False,1,5,False,3x3,1,64.7,122.8
137,2026-02-27T22:49:03.593Z,0.180501,121.127,False,False,1,5,False,3x3,1,66.6,122.8
138,2026-02-27T22:49:03.913Z,0.321379,121.127,True,True,1,5,False,3x3,3,66.6,123.0
139,2026-02-27T22:49:04.092Z,0.179391,76.355,True,False,1,5,False,4x4,3,64.6,123.0
140,2026-02-27T22:49:04.414Z,0.321471,76.355,False,False,1,5,False,4x4,3,64.6,122.6
141,2026-02-27T22:49:04.596Z,0.180390,126.633,False,False,1,5,False,4x4,3,62.4,122.6
142,2026-02-27T22:49:04.915Z,0.320275,126.633,True,True,2,5,False,4x4,2,62.4,121.0
143,2026-02-27T22:49:05.095Z,0.180416,70.554,True,False,1,5,False,2x4,2,62.9,121.0
144,2026-02-27T22:49:05.420Z,0.321491,70.554,False,False,1,5,False,2x4,1,62.9,121.0
145,2026-02-27T22:49:05.597Z,0.181014,71.577,False,False,1,5,False,1d:4,1,63.3,121.0
146,2026-02-27T22:49:05.919Z,0.319575,71.577,True,False,1,5,False,1d:4,1,63.3,117.3
147,2026-02-27T22:49:06.099Z,0.181645,70.888,True,False,0,5,False,1d:8,1,66.1,117.3
148,2026-02-27T22:49:06.424Z,0.322373,70.888,False,False,0,5,False,1d:8,3,66.1,119.5
149,2026-02-27T22:49:06.606Z,0.183005,71.695,False,False,0,5,False,1d:8,3,67.2,119.5
150,2026-02-27T22:49:06.922Z,0.317609,71.695,True,False,0,5,False,1d:8,1,67.2,118.8
151,2026-02-27T22:49:07.106Z,0.183896,71.217,True,False,0,5,False,1d:2,1,68.5,118.8
152,2026-02-27T22:49:07.430Z,0.320428,71.217,False,False,0,5,False,1d:2,2,68.5,120.3
153,2026-02-27T22:49:07.613Z,0.184223,130.485,False,False,0,5,False,1d:2,2,66.2,120.3
154,2026-02-27T22:49:07.927Z,0.316334,130.485,False,False,0,5,False,1d:2,0,66.2,120.8
155,2026-02-27T22:49:08.112Z,0.184376,73.783,False,False,0,5,False,2x4,0,67.3,120.8
156,2026-02-27T22:49:08.615Z,0.688647,72.644,False,False,0,5,False,4x4,0,69.8,120.8
157,2026-02-27T22:49:09.119Z,1.189400,72.586,False,False,0,5,False,2x2,0,69.6,120.8
158,2026-02-27T22:49:09.624Z,1.694401,72.645,False,False,0,5,False,1d:8,0,66.5,120.8
159,2026-02-27T22:49:09.934Z,0.311955,72.645,False,False,0,5,False,1d:8,0,66.5,108.1
160,2026-02-27T22:49:10.123Z,0.189810,72.257,False,False,0,5,False,1d:8,0,64.1,108.1
161,2026-02-27T22:49:10.630Z,0.694225,132.467,False,False,0,5,False,1d:2,0,62.7,108.1
162,2026-02-27T22:49:10.938Z,0.306830,132.467,False,False,0,5,False,1d:2,1,62.7,111.0
163,2026-02-27T22:49:11.130Z,0.193766,130.245,False,False,0,5,False,3x3,1,59.6,111.0
164,2026-02-27T22:49:11.441Z,0.310495,130.245,True,True,1,5,False,3x3,2,59.6,111.9
165,2026-02-27T22:49:11.633Z,0.191882,128.150,True,True,2,5,False,3x3,2,60.6,111.9
166,2026-02-27T22:49:11.942Z,0.308883,128.150,True,True,3,5,True,3x3,1,60.6,109.9
167,2026-02-27T22:49:12.132Z,0.192632,130.291,True,True,4,5,True,2x4,1,59.5,109.9
168,2026-02-27T22:49:12.446Z,0.311608,130.291,False,False,4,5,True,2x4,0,59.5,110.5
169,2026-02-27T22:49:12.637Z,0.192736,74.901,False,False,3,5,True,3x3,0,63.3,110.5
170,2026-02-27T22:49:13.141Z,0.694138,72.640,False,False,2,5,False,3x3,0,62.3,110.5
171,2026-02-27T22:49:13.450Z,0.309917,72.640,False,False,1,5,False,3x3,1,62.3,118.9
172,2026-02-27T22:49:13.645Z,0.194273,72.672,False,False,0,5,False,4x4,1,64.2,118.9
173,2026-02-27T22:49:13.949Z,0.306899,72.672,True,False,0,5,False,4x4,3,64.2,113.2
174,2026-02-27T22:49:14.147Z,0.194900,131.972,True,True,1,5,False,2x4,3,65.0,113.2
175,2026-02-27T22:49:14.453Z,0.308072,131.972,False,False,1,5,False,2x4,1,65.0,113.2
176,2026-02-27T22:49:14.650Z,0.195415,71.878,False,False,1,5,False,3x3,1,64.6,113.2
177,2026-02-27T22:49:14.962Z,0.310735,71.878,True,False,1,5,False,3x3,2,64.6,113.5
178,2026-02-27T22:49:15.147Z,0.189871,70.014,True,False,1,5,False,1d:4,2,61.3,113.5
179,2026-02-27T22:49:15.460Z,0.310844,70.014,False,False,0,5,False,1d:4,0,61.3,117.5
180,2026-02-27T22:49:16.152Z,0.690887,133.416,False,False,0,5,False,2x4,0,61.7,117.5
181,2026-02-27T22:49:16.463Z,0.312864,133.416,False,False,0,5,False,2x4,2,61.7,126.3
182,2026-02-27T22:49:16.655Z,0.189875,127.594,False,False,0,5,False,1d:8,2,60.6,126.3
183,2026-02-27T22:49:16.970Z,0.314497,127.594,True,True,1,5,False,1d:8,2,60.6,132.3
184,2026-02-27T22:49:17.155Z,0.187217,126.759,True,True,2,5,False,4x4,2,61.5,132.3
185,2026-02-27T22:49:17.663Z,0.692588,72.591,True,False,2,5,False,2x2,2,57.0,132.3
186,2026-02-27T22:49:17.970Z,0.310015,72.591,False,False,2,5,False,2x2,0,57.0,131.3
187,2026-02-27T22:49:18.161Z,0.191576,130.829,False,False,2,5,False,1d:15,0,59.6,131.3
188,2026-02-27T22:49:18.475Z,0.310926,130.829,True,True,2,5,False,1d:15,3,59.6,127.1
189,2026-02-27T22:49:18.663Z,0.189828,73.527,True,False,1,5,False,3x3,3,58.7,127.1
190,2026-02-27T22:49:18.972Z,0.311117,73.527,False,False,1,5,False,3x3,2,58.7,123.0
191,2026-02-27T22:49:19.165Z,0.190927,134.029,False,False,1,5,False,4x4,2,54.8,123.0
192,2026-02-27T22:49:19.476Z,0.310314,134.029,False,False,1,5,False,4x4,0,54.8,121.6
193,2026-02-27T22:49:19.667Z,0.193499,127.503,False,False,0,5,False,2x4,0,55.9,121.6
194,2026-02-27T22:49:19.977Z,0.309420,127.503,True,True,1,5,False,2x4,2,55.9,122.2
195,2026-02-27T22:49:20.169Z,0.191359,72.226,True,False,1,5,False,1d:4,2,54.7,122.2
196,2026-02-27T22:49:20.485Z,0.313123,72.226,False,False,1,5,False,1d:4,1,54.7,119.7
197,2026-02-27T22:49:20.675Z,0.189556,72.562,False,False,1,5,False,4x4,1,53.5,119.7
198,2026-02-27T22:49:21.172Z,0.690336,70.163,False,False,1,5,False,1d:4,1,50.6,119.7
199,2026-02-27T22:49:21.486Z,0.311631,70.163,False,False,0,5,False,1d:4,1,50.6,112.3
200,2026-02-27T22:49:21.677Z,0.189057,126.238,False,False,0,5,False,4x4,1,49.5,112.3
201,2026-02-27T22:49:21.987Z,0.314384,126.238,False,False,0,5,False,4x4,2,49.5,115.7
202,2026-02-27T22:49:22.176Z,0.189077,73.980,False,False,0,5,False,2x4,2,47.7,115.7
203,2026-02-27T22:49:22.490Z,0.312493,73.980,False,False,0,5,False,2x4,2,47.7,119.0
204,2026-02-27T22:49:22.683Z,0.191878,72.926,False,False,0,5,False,2x2,2,46.3,119.0
205,2026-02-27T22:49:23.182Z,0.693590,71.867,False,False,0,5,False,4x4,2,42.4,119.0
206,2026-02-27T22:49:23.493Z,0.310804,71.867,False,False,0,5,False,4x4,0,42.4,125.2
207,2026-02-27T22:49:23.690Z,0.193782,74.937,False,False,0,5,False,2x4,0,42.8,125.2
208,2026-02-27T22:49:23.999Z,0.310707,74.937,False,False,0,5,False,2x4,1,42.8,122.0
209,2026-02-27T22:49:24.187Z,0.190140,73.570,False,False,0,5,False,4x4,1,45.4,122.0
210,2026-02-27T22:49:24.694Z,0.695344,133.265,False,False,0,5,False,2x2,1,47.4,122.0
211,2026-02-27T22:49:25.005Z,0.309103,133.265,True,True,1,5,False,2x2,1,47.4,120.5
212,2026-02-27T22:49:25.195Z,0.192048,71.155,True,False,1,5,False,1d:4,1,48.8,120.5
213,2026-02-27T22:49:25.504Z,0.309463,71.155,False,False,1,5,False,1d:4,3,48.8,122.8
214,2026-02-27T22:49:25.696Z,0.191514,73.483,False,False,1,5,False,1d:8,3,47.9,122.8
215,2026-02-27T22:49:26.006Z,0.310021,73.483,False,False,1,5,False,1d:8,2,47.9,121.2
216,2026-02-27T22:49:26.201Z,0.193191,73.449,False,False,0,5,False,3x3,2,47.5,121.2
217,2026-02-27T22:49:26.509Z,0.311067,73.449,False,False,0,5,False,3x3,2,47.5,122.0
218,2026-02-27T22:49:26.704Z,0.193284,69.964,False,False,0,5,False,1d:2,2,47.5,122.0
219,2026-02-27T22:49:27.516Z,0.811274,69.964,False,False,0,5,False,1d:2,0,47.5,113.8
220,2026-02-27T22:49:27.708Z,0.190321,72.825,False,False,0,5,False,4x4,0,48.2,113.8
221,2026-02-27T22:49:28.020Z,0.313433,72.825,False,False,0,5,False,4x4,0,48.2,116.8
222,2026-02-27T22:49:28.204Z,0.187378,75.587,False,False,0,5,False,2x2,0,52.2,116.8
223,2026-02-27T22:49:28.519Z,0.314124,75.587,False,False,0,5,False,2x2,1,52.2,114.8
224,2026-02-27T22:49:28.707Z,0.186984,74.513,False,False,0,5,False,4x4,1,53.8,114.8
225,2026-02-27T22:49:29.026Z,0.317446,74.513,True,False,0,5,False,4x4,2,53.8,111.6
226,2026-02-27T22:49:29.210Z,0.187198,71.672,True,False,0,5,False,1d:8,2,49.6,111.6
227,2026-02-27T22:49:29.524Z,0.314286,71.672,False,False,0,5,False,1d:8,1,49.6,112.7
228,2026-02-27T22:49:29.711Z,0.186929,72.600,False,False,0,5,False,1d:15,1,45.8,112.7
229,2026-02-27T22:49:30.028Z,0.313676,72.600,False,False,0,5,False,1d:15,1,45.8,107.8
230,2026-02-27T22:49:30.212Z,0.187219,130.947,False,False,0,5,False,2x4,1,43.8,107.8
231,2026-02-27T22:49:30.529Z,0.316350,130.947,False,False,0,5,False,2x4,0,43.8,104.3
232,2026-02-27T22:49:30.717Z,0.187819,73.493,False,False,0,5,False,2x2,0,45.1,104.3
233,2026-02-27T22:49:31.033Z,0.313489,73.493,False,False,0,5,False,2x2,0,45.1,106.7
234,2026-02-27T22:49:31.221Z,0.187126,72.440,False,False,0,5,False,1d:2,0,45.6,106.7
235,2026-02-27T22:49:31.533Z,0.314928,72.440,False,False,0,5,False,1d:2,0,45.6,108.1
236,2026-02-27T22:49:31.720Z,0.185900,74.423,False,False,0,5,False,4x4,0,46.2,108.1
237,2026-02-27T22:49:32.036Z,0.315508,74.423,False,False,0,5,False,4x4,3,46.2,102.5
238,2026-02-27T22:49:32.225Z,0.188526,71.812,False,False,0,5,False,3x3,3,44.7,102.5
239,2026-02-27T22:49:32.536Z,0.314355,71.812,False,False,0,5,False,3x3,1,44.7,99.0
240,2026-02-27T22:49:32.723Z,0.186261,128.520,False,False,0,5,False,3x3,1,40.5,99.0
241,2026-02-27T22:49:33.041Z,0.315492,128.520,True,True,1,5,False,3x3,2,40.5,103.1
242,2026-02-27T22:49:33.229Z,0.189013,72.011,True,False,1,5,False,4x4,2,40.4,103.1
243,2026-02-27T22:49:33.540Z,0.311987,72.011,False,False,1,5,False,4x4,0,40.4,106.1
244,2026-02-27T22:49:33.730Z,0.189409,73.813,False,False,1,5,False,2x4,0,43.9,106.1
245,2026-02-27T22:49:34.044Z,0.311725,73.813,False,False,1,5,False,2x4,1,43.9,111.3
246,2026-02-27T22:49:34.229Z,0.188876,71.839,False,False,0,5,False,1d:8,1,40.9,111.3
247,2026-02-27T22:49:34.544Z,0.314199,71.839,True,False,0,5,False,1d:8,2,40.9,106.7
248,2026-02-27T22:49:35.048Z,0.815842,71.839,False,False,0,5,False,1d:8,2,40.9,108.1
249,2026-02-27T22:49:35.235Z,0.188558,128.645,False,False,0,5,False,2x4,2,46.1,108.1
250,2026-02-27T22:49:35.547Z,0.313716,128.645,False,False,0,5,False,2x4,3,46.1,112.9
251,2026-02-27T22:49:35.741Z,0.190538,71.845,False,False,0,5,False,2x2,3,44.4,112.9
252,2026-02-27T22:49:36.053Z,0.311042,71.845,False,False,0,5,False,2x2,2,44.4,110.4
