fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-07T10:59:01.527Z,0.000392,131.413,False,False,0,1,False,1d:8,0,65.0,83.7,27.72,9.88,57.91,-27.74,-15.14,77.49,63.92,60.84,19.58,True,FN
1,2026-04-07T10:59:02.007Z,0.000047,73.767,True,False,0,2,False,1d:8,1,65.0,84.2,29.89,5.63,57.45,-33.61,-17.74,75.20,69.95,67.66,17.75,True,FN
2,2026-04-07T10:59:05.511Z,0.000039,72.206,False,False,0,3,False,2x2,3,70.4,86.2,36.23,15.58,58.30,-33.74,-22.37,76.12,81.57,79.60,17.82,False,TN
3,2026-04-07T10:59:06.005Z,0.000007,72.512,False,False,0,4,False,3x3,1,66.2,85.6,33.66,11.40,55.86,-34.18,-17.58,76.51,76.61,73.77,20.65,False,TN
4,2026-04-07T10:59:11.502Z,0.000060,131.028,False,False,0,5,False,3x3,0,56.6,85.2,25.85,12.62,48.70,-17.04,-12.84,82.44,60.22,49.88,33.74,True,FN
5,2026-04-07T10:59:11.503Z,0.000051,130.152,True,True,1,5,False,2x4,2,53.6,84.2,24.94,12.32,45.77,-3.99,-5.81,83.94,51.21,34.14,38.17,True,FN
6,2026-04-07T10:59:14.001Z,0.000012,72.428,False,False,1,5,False,4x4,1,54.4,90.0,30.77,5.08,44.58,3.03,-5.96,89.72,54.12,29.86,45.14,False,TN
7,2026-04-07T10:59:18.001Z,0.000004,127.955,True,True,2,5,True,2x2,1,55.6,101.2,33.71,10.05,43.05,6.81,3.84,100.87,64.07,27.61,57.82,True,TP
8,2026-04-07T10:59:23.001Z,0.000039,72.822,False,False,2,5,True,2x2,3,53.7,100.5,32.83,-4.78,42.21,-13.48,6.23,99.39,74.40,47.60,57.18,False,FP
9,2026-04-07T10:59:28.007Z,0.003336,127.696,False,False,2,5,True,4x4,0,63.5,96.5,41.51,-9.88,47.06,-16.22,2.94,95.04,76.15,59.14,47.98,True,TP
10,2026-04-07T10:59:28.011Z,0.000995,128.793,True,True,2,5,True,2x2,3,63.3,96.2,39.10,-14.30,47.69,-13.91,6.86,94.90,74.07,57.08,47.21,True,TP
11,2026-04-07T10:59:28.509Z,0.000919,127.213,True,True,3,5,True,4x4,2,62.4,97.2,38.48,-12.65,47.48,-13.41,12.17,95.51,74.94,57.52,48.03,True,TP
12,2026-04-07T10:59:30.001Z,0.000336,131.780,False,False,2,5,True,1d:8,3,62.9,100.7,35.89,-14.58,49.57,-4.84,3.97,100.50,67.80,44.76,50.93,False,FP
13,2026-04-07T10:59:35.005Z,0.000451,73.710,False,False,2,5,True,3x3,1,67.5,95.8,43.14,-12.80,50.34,-2.87,-5.45,95.59,64.95,46.59,45.25,False,FP
14,2026-04-07T10:59:36.001Z,0.000037,127.223,False,False,2,5,True,3x3,3,61.9,88.2,36.58,-12.16,48.40,4.36,0.05,88.12,52.58,34.46,39.72,True,TP
15,2026-04-07T10:59:40.510Z,0.000004,72.966,False,False,1,5,False,4x4,0,57.2,77.3,29.09,-7.06,48.72,4.87,-12.24,76.19,36.99,24.77,27.47,False,TN
16,2026-04-07T10:59:41.008Z,0.000001,72.543,False,False,0,5,False,3x3,1,57.2,76.5,32.99,-5.57,46.43,3.59,-17.65,74.41,42.35,31.79,27.98,False,TN
17,2026-04-07T10:59:46.001Z,0.000017,72.988,False,False,0,5,False,4x4,2,51.0,79.7,22.75,-4.28,45.40,7.60,-11.85,78.48,37.16,16.94,33.08,False,TN
18,2026-04-07T10:59:48.008Z,0.000002,74.172,False,False,0,5,False,3x3,0,51.9,82.1,26.13,-12.43,43.03,5.54,-13.34,80.81,43.04,20.61,37.78,False,TN
19,2026-04-07T10:59:53.005Z,0.000025,132.350,False,False,0,5,False,1d:2,2,45.3,84.0,25.20,-1.20,37.68,8.02,-25.62,79.56,51.43,29.86,41.88,False,TN
20,2026-04-07T10:59:54.501Z,0.000154,124.933,True,True,1,5,False,2x2,3,44.7,83.1,24.96,7.76,36.32,0.38,-28.00,78.24,60.33,43.39,41.92,True,FN
21,2026-04-07T10:59:55.509Z,0.000350,128.263,False,False,1,5,False,2x4,0,50.3,88.3,31.21,9.87,38.22,-3.95,-25.68,84.40,68.06,50.00,46.18,True,FN
22,2026-04-07T10:59:57.000Z,0.000896,70.092,False,False,1,5,False,2x2,1,44.3,88.5,25.64,7.71,35.34,5.54,-26.18,84.31,62.85,39.40,48.97,False,TN
23,2026-04-07T10:59:57.001Z,0.000007,70.322,False,False,1,5,False,1d:8,1,49.5,91.2,36.55,9.82,31.94,0.94,-21.59,88.64,73.96,47.48,56.70,False,TN
24,2026-04-07T11:00:01.508Z,0.000002,133.121,False,False,1,5,False,1d:8,2,51.1,93.3,44.32,7.79,24.16,1.68,-19.95,91.16,84.12,50.87,67.00,False,TN
