fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T06:25:54.711Z,0.157726,125.686,True,True,1,1,False,1d:15,3,65.5,84.6,True,FN
1,2026-03-04T06:25:55.052Z,0.001350,71.599,False,False,1,2,False,3x3,3,62.8,81.5,False,TN
2,2026-03-04T06:25:55.552Z,0.000056,74.643,False,False,1,3,False,4x4,3,64.3,80.7,False,TN
3,2026-03-04T06:25:56.554Z,0.000005,71.633,False,False,1,4,False,1d:8,1,68.8,78.2,False,TN
4,2026-03-04T06:26:02.001Z,0.000010,74.041,False,False,1,5,False,3x3,1,72.7,80.2,False,TN
5,2026-03-04T06:26:03.502Z,0.000257,73.606,False,False,0,5,False,1d:4,1,72.9,81.0,False,TN
6,2026-03-04T06:26:04.558Z,0.000032,71.114,False,False,0,5,False,2x4,3,67.5,76.8,False,TN
7,2026-03-04T06:26:05.058Z,0.000008,73.140,False,False,0,5,False,2x2,1,64.8,77.8,False,TN
8,2026-03-04T06:26:10.501Z,0.000097,133.284,True,True,1,5,False,3x3,1,59.3,83.7,True,FN
9,2026-03-04T06:26:11.058Z,0.000011,72.721,False,False,1,5,False,3x3,0,67.9,85.2,False,TN
10,2026-03-04T06:26:15.052Z,0.000006,72.619,False,False,1,5,False,2x4,1,70.3,86.5,False,TN
11,2026-03-04T06:26:20.552Z,0.000033,71.233,True,False,1,5,False,2x2,3,63.7,83.7,True,FN
12,2026-03-04T06:26:23.003Z,0.000045,71.649,False,False,1,5,False,2x2,2,68.7,75.5,False,TN
13,2026-03-04T06:26:23.557Z,0.000011,73.879,True,False,0,5,False,4x4,2,65.8,80.8,False,TN
14,2026-03-04T06:26:29.002Z,0.000240,74.539,False,False,0,5,False,3x3,1,61.2,97.3,False,TN
15,2026-03-04T06:26:32.056Z,0.000017,130.186,True,True,1,5,False,2x2,3,56.9,94.0,True,FN
16,2026-03-04T06:26:37.001Z,0.000028,72.161,True,False,1,5,False,2x4,3,62.0,98.1,False,TN
