fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-15T03:23:55.211Z,0.000107,73.491,False,False,0,1,False,1d:4,0,65.5,95.3,-40.04,-33.24,39.80,-40.04,-33.24,79.80,40.00,0.00,40.00,True,FN
1,2026-04-15T03:23:56.000Z,0.000009,72.214,False,False,0,2,False,3x3,3,61.9,93.0,-32.47,-34.56,39.81,-33.34,-34.43,79.75,39.95,0.88,39.94,True,FN
2,2026-04-15T03:23:57.500Z,0.000008,73.675,False,False,0,3,False,1d:2,2,56.0,88.6,-19.65,-33.61,40.33,-19.49,-33.67,79.55,39.22,0.17,39.22,True,FN
3,2026-04-15T03:23:58.500Z,0.000003,73.032,True,False,0,4,False,3x3,3,54.0,87.8,-12.11,-34.12,40.13,-11.70,-34.26,79.98,39.85,0.43,39.85,True,FN
4,2026-04-15T03:24:03.503Z,0.000008,70.722,False,False,0,5,False,2x2,0,57.5,90.7,23.63,-34.03,39.92,24.27,-33.99,80.47,40.56,0.64,40.55,True,FN
5,2026-04-15T03:24:04.502Z,0.000000,70.640,True,False,0,5,False,1d:4,3,63.4,94.1,35.42,-34.01,40.13,35.98,-33.46,80.30,40.18,0.78,40.17,True,FN
6,2026-04-15T03:24:10.001Z,0.000008,128.582,False,False,0,5,False,3x3,0,58.1,90.9,35.80,-21.94,40.14,35.19,-22.60,80.71,40.58,0.90,40.57,True,FN
7,2026-04-15T03:24:11.003Z,0.000010,131.645,False,False,0,5,False,1d:15,0,46.0,83.0,-5.20,-21.92,40.08,-4.12,-22.17,79.86,39.80,1.11,39.78,True,FN
8,2026-04-15T03:24:15.510Z,0.000010,73.308,False,False,0,5,False,4x4,1,47.9,84.5,-15.13,-22.00,39.77,-16.29,-22.50,79.85,40.10,1.26,40.08,True,FN
9,2026-04-15T03:24:17.002Z,0.000010,128.117,True,True,1,5,False,1d:15,1,47.7,84.6,-24.80,-9.17,39.73,-24.04,-10.37,80.40,40.69,1.42,40.67,True,FN
10,2026-04-15T03:24:20.501Z,0.000002,131.590,True,True,2,5,True,4x4,3,41.2,81.1,4.35,-10.25,39.65,4.23,-10.71,80.26,40.61,0.48,40.61,True,TP
11,2026-04-15T03:24:25.502Z,0.000003,123.544,False,False,2,5,True,3x3,0,53.4,87.9,35.99,2.48,39.38,36.28,1.69,80.09,40.72,0.84,40.71,True,TP
12,2026-04-15T03:24:30.504Z,0.000004,133.720,True,True,3,5,True,3x3,1,40.0,79.9,0.17,1.82,39.93,0.31,2.16,79.87,39.94,0.37,39.94,True,TP
13,2026-04-15T03:24:35.003Z,0.000010,127.334,True,True,4,5,True,2x4,1,40.3,80.3,-3.70,2.32,40.02,-4.51,2.53,80.09,40.08,0.84,40.07,True,TP
14,2026-04-15T03:24:35.004Z,0.000005,126.275,False,False,3,5,True,4x4,1,58.5,90.7,-40.06,14.27,40.11,-39.46,14.47,80.33,40.22,0.63,40.22,True,TP
15,2026-04-15T03:24:40.004Z,0.000070,127.987,False,False,2,5,True,2x4,0,42.7,81.2,-4.30,14.03,40.13,-4.47,14.25,79.84,39.71,0.28,39.71,True,TP
16,2026-04-15T03:24:41.004Z,0.000025,131.251,True,True,3,5,True,4x4,1,43.0,81.6,8.07,13.92,39.92,8.20,14.36,79.90,39.98,0.46,39.98,True,TP
17,2026-04-15T03:24:45.502Z,0.000007,73.226,True,False,2,5,True,1d:8,2,59.8,91.1,35.85,26.25,40.02,35.29,25.99,79.91,39.89,0.62,39.89,True,TP
18,2026-04-15T03:24:51.002Z,0.000004,133.714,True,True,2,5,True,4x4,3,48.7,84.7,-7.94,26.79,39.91,-8.20,26.13,80.16,40.26,0.71,40.25,True,TP
