fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T07:42:35.471Z,0.209107,129.490,True,True,1,1,False,1d:15,2,65.6,84.4,True,FN
1,2026-03-04T07:42:35.504Z,0.087386,123.516,True,True,2,2,True,1d:4,2,65.9,84.4,True,TP
2,2026-03-04T07:42:36.055Z,0.000682,129.883,False,False,2,3,True,3x3,0,66.8,82.2,True,TP
3,2026-03-04T07:42:37.556Z,0.000145,127.262,False,False,2,4,True,1d:4,1,62.7,83.4,True,TP
4,2026-03-04T07:42:38.054Z,0.000073,73.570,False,False,2,5,True,3x3,0,60.8,84.6,True,TP
5,2026-03-04T07:42:41.556Z,0.000006,132.823,False,False,1,5,False,4x4,1,60.7,85.5,False,TN
6,2026-03-04T07:42:46.056Z,0.000003,130.771,True,True,1,5,False,2x4,1,53.0,85.1,True,FN
7,2026-03-04T07:42:51.001Z,0.000015,73.474,False,False,1,5,False,1d:15,1,57.0,85.4,False,TN
8,2026-03-04T07:42:52.054Z,0.000000,129.352,True,True,2,5,True,3x3,1,61.0,83.0,True,TP
9,2026-03-04T07:42:57.056Z,0.000019,131.195,False,False,2,5,True,2x2,0,64.1,83.0,True,TP
10,2026-03-04T07:42:57.558Z,0.000002,73.350,False,False,2,5,True,2x2,3,60.2,79.5,False,FP
11,2026-03-04T07:43:03.003Z,0.000031,73.813,False,False,1,5,False,4x4,1,51.8,82.3,True,FN
12,2026-03-04T07:43:07.054Z,0.000034,73.816,False,False,1,5,False,3x3,1,52.8,83.6,False,TN
13,2026-03-04T07:43:08.553Z,0.000042,75.357,False,False,0,5,False,2x2,0,52.6,85.9,False,TN
14,2026-03-04T07:43:09.553Z,0.000093,124.209,True,True,1,5,False,1d:15,1,41.5,81.2,True,FN
15,2026-03-04T07:43:10.556Z,0.000073,71.631,False,False,1,5,False,4x4,1,38.1,78.6,False,TN
16,2026-03-04T07:43:13.055Z,0.000005,75.290,False,False,1,5,False,2x4,2,35.4,82.8,False,TN
17,2026-03-04T07:43:18.004Z,0.000013,127.878,True,True,2,5,True,2x2,1,35.5,82.7,True,TP
18,2026-03-04T07:43:20.503Z,0.000096,76.138,False,False,2,5,True,3x3,2,39.8,86.9,False,FP
19,2026-03-04T07:43:24.060Z,0.000415,70.974,False,False,1,5,False,1d:8,0,40.0,85.3,False,TN
20,2026-03-04T07:43:25.552Z,0.000579,73.111,False,False,1,5,False,3x3,3,38.4,92.5,False,TN
21,2026-03-04T07:43:26.054Z,0.000004,126.376,True,True,2,5,True,4x4,2,38.8,93.8,True,TP
22,2026-03-04T07:43:31.000Z,0.000008,72.236,False,False,1,5,False,2x4,1,41.3,90.0,False,TN
