fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-07T00:33:04.505Z,0.269482,129.006,False,False,0,1,False,2x2,0,67.3,85.2,28.24,6.51,60.75,-26.68,-20.80,78.25,63.78,61.34,17.50,True,FN
1,2026-04-07T00:33:04.506Z,0.000116,128.073,False,False,0,2,False,2x2,0,68.8,85.2,28.89,10.98,61.41,-26.68,-20.80,78.25,66.19,64.02,16.84,True,FN
2,2026-04-07T00:33:09.502Z,0.000193,125.981,True,True,1,3,False,1d:15,2,76.1,86.4,39.78,16.65,62.75,-23.50,-33.69,75.98,81.94,80.86,13.23,True,FN
3,2026-04-07T00:33:10.008Z,0.000008,70.632,False,False,1,4,False,1d:4,2,77.5,88.4,40.35,19.92,63.15,-25.74,-36.91,76.07,88.12,87.16,12.92,False,TN
4,2026-04-07T00:33:15.001Z,0.000047,72.227,False,False,1,5,False,1d:8,0,80.0,89.9,41.56,17.25,66.09,-29.39,-34.07,77.79,88.34,87.57,11.70,False,TN
5,2026-04-07T00:33:15.502Z,0.000012,74.883,False,False,1,5,False,3x3,1,72.8,92.5,28.99,21.32,63.26,-31.54,-29.63,81.81,81.26,79.12,18.55,False,TN
6,2026-04-07T00:33:20.505Z,0.000013,71.403,False,False,1,5,False,1d:15,2,66.2,91.0,25.50,12.29,59.88,-32.33,-31.30,79.13,74.93,72.42,19.25,False,TN
7,2026-04-07T00:33:23.503Z,0.000042,127.856,True,True,1,5,False,3x3,3,64.4,87.0,33.76,8.31,54.17,-24.35,-31.66,77.27,74.22,70.53,23.10,True,FN
8,2026-04-07T00:33:24.006Z,0.000023,72.985,False,False,1,5,False,2x4,2,59.8,85.9,32.70,6.84,49.62,-18.27,-31.31,77.88,69.66,63.67,28.26,False,TN
9,2026-04-07T00:33:29.006Z,0.000025,75.085,False,False,1,5,False,2x4,2,60.5,86.4,30.32,5.03,52.17,-16.37,-24.36,81.26,62.37,55.17,29.09,False,TN
10,2026-04-07T00:33:29.007Z,0.000014,132.379,True,True,2,5,True,1d:4,3,66.2,97.6,33.25,-2.03,57.15,-31.30,-32.34,86.60,77.15,71.31,29.45,True,TP
11,2026-04-07T00:33:32.501Z,0.000009,72.961,False,False,2,5,True,2x4,1,72.8,96.5,35.89,-15.76,61.40,-30.02,-31.98,85.91,72.17,67.88,24.51,False,FP
12,2026-04-07T00:33:37.502Z,0.000064,71.999,False,False,1,5,False,4x4,0,77.5,99.6,40.76,-11.90,64.85,-33.25,-30.32,88.89,79.97,76.27,24.04,False,TN
13,2026-04-07T00:33:39.501Z,0.000115,128.713,False,False,1,5,False,2x4,0,79.0,98.1,41.51,-17.38,64.95,-34.29,-18.57,90.02,79.85,75.81,25.07,True,FN
14,2026-04-07T00:33:41.501Z,0.000276,128.791,True,True,2,5,True,2x2,3,78.2,98.3,40.90,-18.76,63.91,-33.10,-17.97,90.79,78.73,74.00,26.88,True,TP
15,2026-04-07T00:33:42.004Z,0.000550,132.565,False,False,1,5,False,3x3,1,76.9,104.3,38.88,-17.92,63.93,-33.89,-29.60,94.15,79.66,73.70,30.22,True,FN
16,2026-04-07T00:33:42.005Z,0.000021,126.638,True,True,2,5,True,2x2,3,70.3,106.7,27.63,-7.37,64.27,-27.43,-29.90,98.69,68.73,59.49,34.42,False,FP
17,2026-04-07T00:33:47.001Z,0.000078,131.882,True,True,3,5,True,2x4,3,70.3,104.8,22.02,-5.00,66.55,-30.77,-26.24,96.69,64.39,56.90,30.14,True,TP
18,2026-04-07T00:33:47.002Z,0.000002,129.581,False,False,3,5,True,3x3,1,71.9,103.5,25.43,-11.33,66.31,-30.15,-26.67,95.30,64.54,57.66,28.99,True,TP
19,2026-04-07T00:33:52.005Z,0.000017,71.494,False,False,2,5,True,2x2,1,78.3,102.0,34.26,-2.89,70.34,-25.73,-22.95,96.02,68.27,63.26,25.68,False,FP
20,2026-04-07T00:33:52.006Z,0.000004,74.043,True,False,2,5,True,4x4,2,71.4,102.7,27.66,0.42,65.86,-27.94,-21.42,96.44,67.11,59.74,30.58,False,FP
21,2026-04-07T00:33:55.005Z,0.000003,137.743,True,True,2,5,True,4x4,2,71.3,114.3,31.63,-6.74,63.54,-29.75,-23.13,107.93,77.50,63.53,44.39,True,TP
22,2026-04-07T00:34:00.002Z,0.000024,73.663,True,False,1,5,False,3x3,2,70.0,114.6,27.24,-2.91,64.47,-32.44,-22.30,107.63,76.16,62.75,43.16,False,TN
23,2026-04-07T00:34:00.502Z,0.000043,71.349,False,False,1,5,False,1d:8,1,83.2,103.6,31.90,-11.20,75.99,-12.54,-12.16,102.13,51.57,44.45,26.14,False,TN
24,2026-04-07T00:34:01.501Z,0.000020,131.624,True,True,2,5,True,4x4,2,82.2,98.7,34.07,-17.98,72.56,1.99,-11.32,97.98,41.47,32.76,25.42,True,TP
