fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T08:58:29.619Z,0.110222,72.862,False,False,0,1,False,1d:8,0,65.0,87.3,False,TN
1,2026-03-04T08:58:31.015Z,0.000013,73.104,False,False,0,2,False,1d:4,0,64.3,86.2,False,TN
2,2026-03-04T08:58:34.502Z,0.000047,130.837,False,False,0,3,False,2x2,3,59.2,83.0,False,TN
3,2026-03-04T08:58:36.006Z,0.000056,72.513,False,False,0,4,False,1d:15,0,59.6,86.6,False,TN
4,2026-03-04T08:58:37.005Z,0.000117,72.838,True,False,0,5,False,2x2,2,62.1,86.5,True,FN
5,2026-03-04T08:58:37.505Z,0.000044,71.786,False,False,0,5,False,2x2,0,60.7,94.3,False,TN
6,2026-03-04T08:58:41.502Z,0.000128,72.822,False,False,0,5,False,3x3,0,59.8,93.3,False,TN
7,2026-03-04T08:58:41.675Z,0.000081,72.580,False,False,0,5,False,2x2,3,59.0,95.0,False,TN
8,2026-03-04T08:58:45.503Z,0.000749,130.582,True,True,1,5,False,3x3,3,65.7,87.5,True,FN
9,2026-03-04T08:58:47.501Z,0.000073,73.823,False,False,1,5,False,2x2,3,69.0,88.5,False,TN
10,2026-03-04T08:58:51.001Z,0.000884,69.087,True,False,1,5,False,1d:2,3,66.6,94.0,False,TN
11,2026-03-04T08:58:51.509Z,0.000237,124.775,False,False,1,5,False,1d:4,0,62.0,98.3,True,FN
12,2026-03-04T08:58:51.724Z,0.000004,131.289,False,False,1,5,False,3x3,1,60.5,94.3,True,FN
13,2026-03-04T08:58:56.508Z,0.000027,74.330,False,False,0,5,False,4x4,1,57.0,90.6,False,TN
14,2026-03-04T08:58:58.008Z,0.000030,72.289,True,False,0,5,False,3x3,3,54.1,92.4,False,TN
15,2026-03-04T08:59:00.007Z,0.000103,130.622,True,True,1,5,False,4x4,2,46.0,91.9,True,FN
16,2026-03-04T08:59:02.502Z,0.000185,131.210,True,True,2,5,True,3x3,1,46.6,91.0,True,TP
17,2026-03-04T08:59:03.507Z,0.000019,74.889,False,False,2,5,True,2x4,0,47.6,80.2,False,FP
18,2026-03-04T08:59:06.507Z,0.000122,74.358,False,False,2,5,True,3x3,2,54.6,89.9,False,FP
19,2026-03-04T08:59:09.510Z,0.000175,73.190,False,False,2,5,True,2x2,1,61.9,85.2,False,FP
20,2026-03-04T08:59:11.504Z,0.000052,73.208,False,False,1,5,False,2x4,2,64.8,86.3,False,TN
21,2026-03-04T08:59:11.505Z,0.000026,70.439,False,False,0,5,False,1d:2,0,66.3,81.2,False,TN
22,2026-03-04T08:59:13.008Z,0.000017,72.858,False,False,0,5,False,4x4,1,65.8,81.3,False,TN
23,2026-03-04T08:59:13.009Z,0.000007,75.024,False,False,0,5,False,4x4,2,66.7,83.2,False,TN
24,2026-03-04T08:59:13.828Z,0.000000,131.161,False,False,0,5,False,1d:8,3,66.9,80.6,False,TN
25,2026-03-04T08:59:18.001Z,0.000136,128.010,False,False,0,5,False,3x3,2,67.0,80.0,True,FN
26,2026-03-04T08:59:19.002Z,0.000042,74.503,False,False,0,5,False,4x4,3,64.3,78.7,False,TN
27,2026-03-04T08:59:23.007Z,0.000067,73.028,False,False,0,5,False,1d:2,0,66.5,75.8,False,TN
28,2026-03-04T08:59:23.010Z,0.000034,124.516,True,True,1,5,False,4x4,2,71.0,77.9,True,FN
29,2026-03-04T08:59:25.011Z,0.000005,127.193,True,True,2,5,True,1d:15,2,74.3,78.7,True,TP
30,2026-03-04T08:59:29.009Z,0.000034,70.449,True,False,2,5,True,1d:2,2,67.2,76.3,False,FP
31,2026-03-04T08:59:31.001Z,0.000117,71.968,False,False,2,5,True,2x4,2,66.0,78.4,False,FP
32,2026-03-04T08:59:31.878Z,0.000103,131.590,False,False,2,5,True,3x3,0,71.0,76.8,True,TP
33,2026-03-04T08:59:35.508Z,0.000082,71.209,False,False,1,5,False,1d:4,1,76.0,78.4,False,TN
34,2026-03-04T08:59:35.886Z,0.000046,73.521,False,False,0,5,False,1d:8,0,75.3,85.1,False,TN
35,2026-03-04T08:59:40.507Z,0.000287,133.523,True,True,1,5,False,1d:15,1,70.4,84.0,True,FN
36,2026-03-04T08:59:41.507Z,0.000111,128.707,True,True,2,5,True,2x2,3,68.1,84.0,True,TP
37,2026-03-04T08:59:41.508Z,0.000080,73.306,False,False,2,5,True,4x4,3,67.8,83.5,False,FP
38,2026-03-04T08:59:43.930Z,0.000023,133.204,False,False,2,5,True,1d:8,2,66.2,78.7,False,FP
39,2026-03-04T08:59:45.013Z,0.000005,133.249,True,True,3,5,True,3x3,3,58.0,72.1,False,FP
40,2026-03-04T08:59:49.011Z,0.000093,133.995,False,False,2,5,True,4x4,0,57.7,69.9,True,TP
41,2026-03-04T08:59:51.501Z,0.000029,73.617,False,False,1,5,False,2x4,3,57.4,67.0,False,TN
42,2026-03-04T08:59:51.957Z,0.000010,75.331,False,False,1,5,False,2x4,3,55.1,64.9,False,TN
43,2026-03-04T08:59:56.001Z,0.000030,138.471,True,True,2,5,True,3x3,2,56.5,65.5,True,TP
44,2026-03-04T08:59:59.507Z,0.000069,131.725,True,True,2,5,True,2x4,3,54.5,62.5,True,TP
45,2026-03-04T08:59:59.510Z,0.000009,72.591,False,False,2,5,True,2x2,3,51.6,57.7,False,FP
46,2026-03-04T09:00:03.005Z,0.000033,72.629,False,False,2,5,True,2x4,2,54.2,58.6,False,FP
47,2026-03-04T09:00:05.502Z,0.001209,138.291,True,True,3,5,True,1d:2,2,54.1,59.3,True,TP
48,2026-03-04T09:00:05.503Z,0.000098,131.767,False,False,2,5,True,1d:4,0,56.8,61.7,True,TP
49,2026-03-04T09:00:05.503Z,0.000023,128.106,True,True,2,5,True,2x2,1,58.2,58.9,True,TP
50,2026-03-04T09:00:06.007Z,0.000007,74.470,False,False,2,5,True,1d:15,2,56.8,53.4,False,FP
51,2026-03-04T09:00:10.505Z,0.000034,69.050,False,False,2,5,True,1d:2,3,58.6,53.8,False,FP
52,2026-03-04T09:00:13.004Z,0.000056,131.022,True,True,2,5,True,3x3,3,55.5,61.5,True,TP
53,2026-03-04T09:00:14.011Z,0.000028,72.705,False,False,2,5,True,1d:8,3,54.9,64.0,False,FP
54,2026-03-04T09:00:16.001Z,0.000019,70.541,False,False,1,5,False,1d:2,1,56.5,68.4,False,TN
55,2026-03-04T09:00:19.006Z,0.000049,72.129,False,False,1,5,False,1d:2,3,61.2,69.7,False,TN
56,2026-03-04T09:00:19.508Z,0.001072,75.384,False,False,1,5,False,3x3,3,53.1,70.9,False,TN
57,2026-03-04T09:00:19.511Z,0.000054,130.087,False,False,0,5,False,3x3,0,53.5,71.9,True,FN
58,2026-03-04T09:00:20.051Z,0.000019,137.481,True,True,1,5,False,2x4,3,50.1,77.0,True,FN
59,2026-03-04T09:00:23.509Z,0.000071,70.797,False,False,1,5,False,2x2,2,47.8,75.0,False,TN
60,2026-03-04T09:00:24.073Z,0.000071,72.076,True,False,1,5,False,2x4,3,45.5,78.7,False,TN
61,2026-03-04T09:00:26.082Z,0.000050,72.713,False,False,1,5,False,1d:15,0,52.0,78.3,False,TN
62,2026-03-04T09:00:27.508Z,0.000022,74.013,True,False,1,5,False,3x3,2,47.0,78.7,True,FN
63,2026-03-04T09:00:31.007Z,0.000037,71.477,False,False,0,5,False,2x2,0,46.1,74.1,False,TN
64,2026-03-04T09:00:33.510Z,0.000036,72.794,False,False,0,5,False,1d:8,1,44.3,76.3,False,TN
65,2026-03-04T09:00:36.501Z,0.000151,126.696,True,True,1,5,False,3x3,2,53.6,71.2,True,FN
66,2026-03-04T09:00:39.506Z,0.001574,72.529,False,False,1,5,False,3x3,1,48.6,66.2,False,TN
67,2026-03-04T09:00:39.510Z,0.000039,71.167,False,False,1,5,False,3x3,3,50.7,71.4,False,TN
68,2026-03-04T09:00:41.506Z,0.000010,72.021,True,False,1,5,False,1d:8,3,53.9,76.9,False,TN
69,2026-03-04T09:00:45.504Z,0.000829,127.062,True,True,2,5,True,3x3,1,53.0,77.6,True,TP
70,2026-03-04T09:00:45.507Z,0.000173,73.388,False,False,1,5,False,4x4,0,55.4,76.6,False,TN
71,2026-03-04T09:00:48.008Z,0.000006,74.260,True,False,1,5,False,2x4,2,48.8,78.9,False,TN
72,2026-03-04T09:00:51.004Z,0.000010,71.680,False,False,1,5,False,2x4,1,50.9,82.7,False,TN
73,2026-03-04T09:00:52.504Z,0.000135,129.168,False,False,1,5,False,1d:8,1,54.3,77.2,True,FN
74,2026-03-04T09:00:54.007Z,0.000189,133.019,False,False,0,5,False,2x2,0,53.0,77.0,True,FN
75,2026-03-04T09:00:54.503Z,0.000191,71.694,False,False,0,5,False,1d:15,1,51.1,78.9,False,TN
76,2026-03-04T09:00:55.503Z,0.000089,72.803,False,False,0,5,False,4x4,3,50.4,77.4,False,TN
77,2026-03-04T09:00:58.008Z,0.000003,72.376,False,False,0,5,False,3x3,0,46.4,74.8,False,TN
78,2026-03-04T09:01:01.003Z,0.000030,127.735,False,False,0,5,False,4x4,0,53.3,76.0,True,FN
79,2026-03-04T09:01:04.005Z,0.000043,72.224,False,False,0,5,False,1d:8,0,59.4,76.4,False,TN
80,2026-03-04T09:01:08.008Z,0.000015,131.462,True,True,1,5,False,2x4,3,53.3,78.2,True,FN
81,2026-03-04T09:01:09.509Z,0.000011,75.287,False,False,1,5,False,2x4,1,54.9,77.2,False,TN
82,2026-03-04T09:01:14.006Z,0.000055,74.940,False,False,1,5,False,2x4,1,54.0,78.2,False,TN
83,2026-03-04T09:01:15.009Z,0.000076,71.268,False,False,1,5,False,2x4,1,48.5,80.4,False,TN
84,2026-03-04T09:01:16.506Z,0.001924,69.818,False,False,1,5,False,1d:2,1,55.4,82.4,False,TN
85,2026-03-04T09:01:18.005Z,0.000042,128.756,True,True,1,5,False,2x4,2,43.8,78.9,True,FN
86,2026-03-04T09:01:21.005Z,0.000066,134.407,False,False,1,5,False,2x4,2,47.4,79.4,False,TN
87,2026-03-04T09:01:21.508Z,0.000189,72.920,False,False,1,5,False,2x4,1,44.8,80.2,False,TN
