fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-07T11:44:35.112Z,0.000126,73.325,True,False,0,1,False,1d:8,2,67.0,85.6,29.19,6.60,59.88,-26.78,-15.84,79.72,63.48,60.30,19.84,True,FN
1,2026-04-07T11:44:37.112Z,0.000036,131.832,True,True,1,2,False,2x2,3,64.8,79.6,27.42,1.08,58.71,-16.58,-8.45,77.43,48.76,45.02,18.72,True,FN
2,2026-04-07T11:44:38.110Z,0.000018,72.033,False,False,1,3,False,3x3,2,64.9,76.0,29.66,-0.22,57.74,-11.88,-5.45,74.85,45.23,41.87,17.11,False,TN
3,2026-04-07T11:44:43.008Z,0.000087,69.903,True,False,1,4,False,2x4,2,63.6,76.2,26.20,4.76,57.72,-14.55,-0.71,74.81,44.53,41.12,17.09,False,TN
4,2026-04-07T11:44:43.296Z,0.000087,74.099,False,False,1,5,False,2x2,0,58.8,72.7,28.53,8.40,50.72,-12.99,-6.24,71.24,48.57,44.03,20.52,True,FN
5,2026-04-07T11:44:44.106Z,0.000041,71.718,True,False,1,5,False,2x2,3,54.5,71.7,27.36,5.52,46.76,-9.51,-11.56,70.16,46.89,40.63,23.40,True,FN
6,2026-04-07T11:44:46.112Z,0.000001,71.670,False,False,0,5,False,4x4,3,54.5,80.6,26.87,2.29,47.32,-23.36,-17.01,75.20,60.60,53.81,27.88,False,TN
7,2026-04-07T11:44:51.009Z,0.000010,70.778,False,False,0,5,False,1d:4,1,67.8,77.2,34.30,23.44,53.60,-19.26,-9.24,74.16,66.03,62.74,20.56,False,TN
8,2026-04-07T11:44:52.112Z,0.000002,124.049,True,True,1,5,False,1d:2,3,66.2,82.2,35.67,25.07,49.83,-9.83,-21.83,78.60,71.40,65.34,28.77,True,FN
9,2026-04-07T11:44:57.000Z,0.000017,71.067,False,False,1,5,False,3x3,2,59.5,89.7,26.72,16.11,50.65,-9.79,-20.46,86.78,63.05,51.68,36.13,False,TN
10,2026-04-07T11:45:02.003Z,0.000034,77.003,False,False,1,5,False,3x3,3,60.4,90.1,28.18,20.74,49.23,-12.71,-20.41,86.85,69.14,58.01,37.62,False,TN
11,2026-04-07T11:45:02.501Z,0.000073,132.128,True,True,2,5,True,4x4,3,56.6,99.0,26.72,19.50,45.95,-11.41,-7.93,98.02,70.13,46.97,52.07,True,TP
12,2026-04-07T11:45:02.605Z,0.000008,72.434,False,False,2,5,True,2x2,1,60.0,92.4,25.79,14.87,52.09,-7.48,-0.30,92.11,54.21,36.57,40.02,False,FP
13,2026-04-07T11:45:07.509Z,0.000027,70.489,True,False,1,5,False,1d:8,3,59.4,97.7,24.75,13.07,52.43,-19.66,-1.18,95.65,63.59,46.64,43.22,True,FN
14,2026-04-07T11:45:09.110Z,0.000003,129.690,True,True,2,5,True,2x2,2,60.0,94.5,25.97,3.69,53.96,-26.15,-7.19,90.49,64.57,53.24,36.53,True,TP
15,2026-04-07T11:45:14.001Z,0.000046,74.356,False,False,2,5,True,4x4,0,59.1,88.6,22.64,1.73,54.52,-16.25,1.43,87.05,50.70,38.89,32.53,False,FP
16,2026-04-07T11:45:15.604Z,0.000040,129.106,True,True,2,5,True,1d:8,1,61.0,82.5,23.85,-10.12,55.21,-3.83,-1.87,82.39,39.66,28.88,27.18,True,TP
17,2026-04-07T11:45:20.107Z,0.000005,134.046,False,False,2,5,True,3x3,3,59.7,97.1,9.42,9.98,58.14,-32.80,3.54,91.32,54.08,42.71,33.18,False,FP
18,2026-04-07T11:45:25.008Z,0.000305,129.541,True,True,3,5,True,1d:8,2,58.6,100.7,20.96,15.59,52.51,-33.94,9.02,94.42,69.38,55.29,41.91,True,TP
19,2026-04-07T11:45:25.613Z,0.000003,125.311,True,True,3,5,True,4x4,2,56.6,98.9,20.40,15.50,50.47,-29.41,16.67,92.99,65.50,49.82,42.52,True,TP
20,2026-04-07T11:45:30.510Z,0.000040,70.774,True,False,3,5,True,1d:2,2,66.1,97.5,23.29,22.73,57.55,-32.98,15.60,90.39,65.54,56.72,32.84,False,FP
21,2026-04-07T11:45:32.109Z,0.000003,72.996,True,False,2,5,True,1d:8,1,69.3,90.4,21.45,24.84,61.03,-16.45,23.89,85.65,45.20,37.91,24.62,True,TP
