fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T09:07:45.569Z,0.038948,129.450,True,True,1,1,False,1d:4,1,64.3,87.4,True,FN
1,2026-03-04T09:07:46.114Z,0.004895,131.719,True,True,2,2,True,4x4,1,66.8,89.9,True,TP
2,2026-03-04T09:07:47.112Z,0.002337,130.167,True,True,3,3,True,2x4,3,68.3,86.8,True,TP
3,2026-03-04T09:07:47.611Z,0.001358,132.331,True,True,4,4,True,2x2,2,68.5,82.9,True,TP
4,2026-03-04T09:07:50.462Z,0.000388,72.088,False,False,4,5,True,1d:4,1,68.3,85.6,False,FP
5,2026-03-04T09:07:52.610Z,0.000009,70.464,False,False,3,5,True,1d:2,0,67.7,85.7,False,FP
6,2026-03-04T09:07:53.104Z,0.000007,123.867,True,True,3,5,True,4x4,3,68.9,84.7,False,FP
7,2026-03-04T09:07:56.111Z,0.000002,132.684,True,True,3,5,True,1d:15,1,71.0,90.8,True,TP
8,2026-03-04T09:08:01.005Z,0.000023,66.837,False,False,2,5,True,1d:2,1,75.2,92.8,False,FP
9,2026-03-04T09:08:04.004Z,0.000069,73.501,False,False,2,5,True,2x4,3,74.2,91.2,False,FP
10,2026-03-04T09:08:05.002Z,0.001306,127.288,False,False,2,5,True,3x3,0,70.9,90.5,True,TP
11,2026-03-04T09:08:05.611Z,0.000990,73.516,False,False,1,5,False,4x4,3,72.6,88.5,False,TN
12,2026-03-04T09:08:11.607Z,0.000047,73.150,False,False,0,5,False,3x3,0,74.3,95.9,True,FN
13,2026-03-04T09:08:16.505Z,0.000109,71.181,False,False,0,5,False,1d:8,2,74.6,89.4,False,TN
14,2026-03-04T09:08:16.614Z,0.000054,72.857,False,False,0,5,False,1d:4,3,72.3,93.4,False,TN
15,2026-03-04T09:08:18.109Z,0.000049,128.900,False,False,0,5,False,2x4,0,73.4,90.1,True,FN
16,2026-03-04T09:08:18.609Z,0.000025,130.460,True,True,1,5,False,1d:4,3,75.7,90.3,True,FN
17,2026-03-04T09:08:24.002Z,0.000026,74.109,False,False,1,5,False,3x3,0,86.4,84.3,False,TN
18,2026-03-04T09:08:29.010Z,0.000027,74.213,False,False,1,5,False,4x4,3,85.0,85.8,False,TN
19,2026-03-04T09:08:29.161Z,0.000092,71.110,False,False,1,5,False,2x4,3,83.8,87.6,False,TN
