fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-06T22:46:33.559Z,0.005133,130.422,True,True,1,1,False,2x2,2,67.6,83.1,31.61,13.98,58.13,-20.87,-11.90,79.52,62.30,58.51,21.39,True,FN
1,2026-04-06T22:46:34.055Z,0.000948,136.113,True,True,2,2,True,1d:4,3,68.2,81.5,32.73,17.26,57.29,-16.08,-9.70,79.36,59.97,55.76,22.07,True,TP
2,2026-04-06T22:46:34.561Z,0.000338,138.282,True,True,3,3,True,3x3,3,69.9,80.0,37.70,17.16,56.30,-10.47,-6.06,79.04,58.11,53.47,22.74,True,TP
3,2026-04-06T22:46:36.559Z,0.000007,131.321,False,False,3,4,True,2x2,1,68.8,80.9,37.24,6.15,57.55,-11.50,-2.62,80.08,54.41,49.52,22.53,False,FP
4,2026-04-06T22:46:42.002Z,0.000020,75.445,False,False,3,5,True,1d:15,3,77.7,72.3,40.93,18.70,63.28,-2.60,6.85,71.96,45.94,45.11,8.68,False,FP
5,2026-04-06T22:46:45.057Z,0.000056,135.530,False,False,2,5,True,1d:2,0,75.8,65.9,35.93,20.89,63.38,0.08,-3.69,65.79,43.53,43.47,2.41,True,TP
6,2026-04-06T22:46:45.556Z,0.000022,72.383,False,False,1,5,False,2x2,2,70.4,71.2,39.12,7.97,57.94,-12.06,7.10,69.82,52.55,51.19,11.88,False,TN
7,2026-04-06T22:46:46.055Z,0.000012,72.164,False,False,0,5,False,2x2,1,71.3,72.7,40.11,11.23,57.85,-13.40,4.63,71.29,55.57,53.92,13.44,False,TN
8,2026-04-06T22:46:49.057Z,0.000003,74.475,False,False,0,5,False,1d:15,1,74.8,90.2,35.32,12.80,64.74,-34.60,-3.95,83.19,74.23,71.90,18.45,False,TN
9,2026-04-06T22:46:54.501Z,0.000102,73.615,False,False,0,5,False,4x4,2,73.2,92.9,23.35,-9.61,68.73,-43.40,-1.69,82.13,68.54,67.22,13.40,False,TN
10,2026-04-06T22:46:56.052Z,0.000089,74.003,False,False,0,5,False,3x3,3,75.0,93.2,15.09,-23.74,69.48,-42.86,13.71,81.64,70.06,69.00,12.16,False,TN
11,2026-04-06T22:46:57.057Z,0.000032,72.564,False,False,0,5,False,2x4,0,76.6,95.0,12.82,-20.71,72.66,-43.77,10.43,83.70,65.53,64.59,11.04,False,TN
12,2026-04-06T22:47:03.057Z,0.000299,72.719,False,False,0,5,False,2x2,2,80.0,95.3,19.66,-25.63,73.24,-40.30,0.13,86.40,66.57,65.26,13.16,False,TN
13,2026-04-06T22:47:04.559Z,0.000188,74.619,False,False,0,5,False,4x4,0,70.7,95.9,23.19,-14.69,65.15,-28.25,-5.75,91.50,58.48,52.21,26.35,False,TN
14,2026-04-06T22:47:05.056Z,0.000067,74.401,False,False,0,5,False,3x3,1,73.2,97.9,27.72,-16.06,65.78,-33.31,-0.61,92.09,68.23,62.96,26.31,False,TN
15,2026-04-06T22:47:11.001Z,0.000101,131.035,False,False,0,5,False,3x3,0,75.0,98.3,30.90,-13.27,67.02,-35.01,1.45,91.84,71.95,67.53,24.82,True,FN
16,2026-04-06T22:47:11.502Z,0.000210,122.974,False,False,0,5,False,4x4,0,74.7,99.0,33.69,-10.08,65.92,-31.98,-0.50,93.66,71.93,66.37,27.74,True,FN
17,2026-04-06T22:47:12.501Z,0.000691,70.787,False,False,0,5,False,1d:2,3,77.1,98.4,24.35,-13.36,71.89,-31.84,4.79,93.00,62.71,59.05,21.11,False,TN
18,2026-04-06T22:47:12.556Z,0.000035,74.865,False,False,0,5,False,2x4,1,75.5,93.7,24.61,-10.19,70.70,-33.28,3.29,87.53,61.78,59.44,16.83,False,TN
19,2026-04-06T22:47:18.052Z,0.000033,72.420,False,False,0,5,False,2x4,0,86.3,94.9,34.48,-5.86,78.95,-44.78,4.46,83.59,80.06,79.93,4.64,False,TN
20,2026-04-06T22:47:23.001Z,0.000203,71.159,False,False,0,5,False,2x2,2,82.3,93.3,34.53,-0.99,74.65,-40.23,13.89,83.01,76.68,76.23,8.36,False,TN
21,2026-04-06T22:47:23.551Z,0.000113,133.076,False,False,0,5,False,3x3,0,79.8,92.7,34.87,-11.87,70.85,-42.32,3.68,82.42,79.59,78.74,11.57,True,FN
22,2026-04-06T22:47:26.052Z,0.000013,74.137,False,False,0,5,False,4x4,2,80.3,91.3,40.68,-19.23,66.48,-37.93,-4.09,82.97,81.74,80.05,16.49,False,TN
23,2026-04-06T22:47:27.053Z,0.000001,72.988,False,False,0,5,False,2x4,1,80.4,91.1,43.54,-11.39,66.60,-39.51,-1.50,82.07,85.06,83.64,15.47,False,TN
24,2026-04-06T22:47:32.056Z,0.000041,73.151,False,False,0,5,False,4x4,3,78.4,89.7,42.79,-12.64,64.42,-41.67,3.04,79.32,87.19,85.90,14.90,False,TN
25,2026-04-06T22:47:33.060Z,0.000066,134.041,True,True,1,5,False,2x4,2,77.6,87.1,35.96,-5.94,68.50,-38.71,-3.79,77.96,75.30,74.70,9.46,True,FN
