fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T06:16:08.431Z,0.041186,129.012,True,True,1,1,False,2x2,3,66.9,84.6,True,FN
1,2026-03-04T06:16:08.516Z,0.000221,125.686,True,True,2,2,True,1d:15,3,65.5,81.5,True,TP
2,2026-03-04T06:16:09.511Z,0.000082,71.706,True,False,2,3,True,3x3,3,62.8,78.3,True,TP
3,2026-03-04T06:16:10.014Z,0.000032,130.784,True,True,3,4,True,2x4,3,64.3,79.5,True,TP
4,2026-03-04T06:16:14.013Z,0.000032,70.113,False,False,3,5,True,2x2,3,66.6,76.5,False,FP
5,2026-03-04T06:16:17.515Z,0.000011,124.327,True,True,3,5,True,4x4,3,69.4,77.9,True,TP
6,2026-03-04T06:16:23.002Z,0.000340,72.849,False,False,2,5,True,2x4,3,71.0,84.5,False,FP
7,2026-03-04T06:16:24.014Z,0.000065,130.220,True,True,3,5,True,2x2,3,74.8,78.7,True,TP
8,2026-03-04T06:16:24.517Z,0.000032,130.532,False,False,2,5,True,1d:2,2,74.6,78.9,True,TP
9,2026-03-04T06:16:25.512Z,0.000009,129.209,True,True,3,5,True,1d:8,1,75.7,80.9,True,TP
10,2026-03-04T06:16:30.514Z,0.000037,71.004,False,False,2,5,True,2x2,2,74.8,83.4,False,FP
11,2026-03-04T06:16:33.011Z,0.000012,132.906,True,True,3,5,True,1d:15,3,68.2,82.0,True,TP
12,2026-03-04T06:16:38.004Z,0.000045,132.926,True,True,3,5,True,2x2,3,71.8,80.6,True,TP
13,2026-03-04T06:16:39.015Z,0.000013,73.009,False,False,3,5,True,2x4,1,77.7,80.5,False,FP
14,2026-03-04T06:16:44.002Z,0.000030,70.864,False,False,2,5,True,2x2,2,76.0,95.5,False,FP
15,2026-03-04T06:16:46.014Z,0.000020,72.081,False,False,2,5,True,1d:15,2,76.0,96.4,False,FP
16,2026-03-04T06:16:51.004Z,0.000047,130.639,True,True,2,5,True,3x3,1,71.6,96.1,True,TP
17,2026-03-04T06:16:53.505Z,0.000071,71.716,False,False,1,5,False,2x4,0,68.8,102.5,False,TN
18,2026-03-04T06:16:53.516Z,0.000016,71.851,False,False,1,5,False,1d:2,0,73.5,109.8,False,TN
19,2026-03-04T06:16:58.013Z,0.000002,128.364,True,True,2,5,True,3x3,1,67.0,105.5,True,TP
20,2026-03-04T06:17:03.012Z,0.000011,128.326,False,False,2,5,True,1d:15,3,67.6,103.1,False,FP
21,2026-03-04T06:17:05.013Z,0.000001,132.835,True,True,2,5,True,4x4,2,77.9,100.7,True,TP
