fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-07T02:33:00.418Z,0.312528,124.841,True,True,1,1,False,1d:2,1,67.2,83.7,26.07,12.03,60.76,-26.07,-10.99,78.81,59.79,57.00,18.05,True,FN
1,2026-04-07T02:33:00.502Z,0.185624,124.841,True,True,2,2,True,1d:2,3,67.2,83.2,26.07,12.03,60.76,-27.22,-5.10,78.44,58.70,55.98,17.68,True,TP
2,2026-04-07T02:33:00.623Z,0.000637,123.936,True,True,3,3,True,3x3,3,66.3,83.2,23.70,15.73,59.84,-27.22,-5.10,78.44,58.07,55.02,18.60,True,TP
3,2026-04-07T02:33:01.106Z,0.000004,128.528,True,True,4,4,True,4x4,2,67.6,84.7,27.67,11.68,60.54,-31.80,-9.16,77.91,65.37,63.02,17.37,True,TP
4,2026-04-07T02:33:06.605Z,0.000011,71.451,False,False,4,5,True,1d:8,1,68.5,82.4,25.14,12.95,62.34,-30.27,-12.82,75.59,62.53,61.11,13.25,True,TP
5,2026-04-07T02:33:07.605Z,0.000041,74.837,False,False,3,5,True,2x4,1,70.9,82.6,21.73,6.90,67.18,-33.91,-9.54,74.73,58.51,58.02,7.55,False,FP
6,2026-04-07T02:33:09.502Z,0.000183,72.859,False,False,2,5,True,4x4,0,67.1,89.1,19.12,3.88,64.22,-41.15,-4.02,78.88,62.53,60.79,14.66,False,FP
7,2026-04-07T02:33:11.607Z,0.000118,71.746,False,False,1,5,False,3x3,0,73.8,92.1,27.73,-0.63,68.40,-43.53,-11.41,80.35,73.05,72.07,11.95,False,TN
8,2026-04-07T02:33:14.105Z,0.000010,70.448,False,False,0,5,False,2x2,1,72.6,84.8,35.97,-7.09,62.65,-43.07,-13.05,71.91,79.80,79.26,9.26,False,TN
9,2026-04-07T02:33:14.607Z,0.000006,71.754,False,False,0,5,False,2x4,1,71.4,82.5,36.58,-10.60,60.41,-39.96,-16.95,70.11,77.41,76.80,9.70,False,TN
10,2026-04-07T02:33:19.106Z,0.000004,75.139,False,False,0,5,False,2x2,0,78.0,71.3,41.11,-17.59,63.89,-30.03,-12.98,63.40,71.29,71.29,0.49,False,TN
11,2026-04-07T02:33:25.001Z,0.000043,72.237,False,False,0,5,False,2x2,1,76.0,68.9,38.03,-17.99,63.29,-29.13,-13.04,61.06,67.38,67.34,2.23,False,TN
12,2026-04-07T02:33:26.004Z,0.000049,124.478,False,False,0,5,False,2x4,1,70.0,70.8,33.91,-9.57,60.49,-28.18,-25.05,59.88,63.99,63.99,0.61,False,TN
13,2026-04-07T02:33:28.605Z,0.000056,126.264,True,True,1,5,False,2x2,1,67.1,69.9,27.59,-12.59,59.86,-28.08,-25.18,58.85,57.08,57.08,1.01,True,FN
14,2026-04-07T02:33:29.606Z,0.000037,71.601,False,False,1,5,False,2x2,2,64.8,64.5,27.64,-10.90,57.63,-13.41,-16.02,60.99,41.50,41.37,3.36,False,TN
15,2026-04-07T02:33:34.505Z,0.000038,72.878,False,False,1,5,False,4x4,1,65.3,62.5,25.68,-10.63,59.06,-9.55,-13.32,60.32,35.36,35.33,1.26,False,TN
16,2026-04-07T02:33:35.005Z,0.000059,127.869,False,False,1,5,False,2x2,0,69.2,55.4,31.39,-11.75,60.50,-4.62,-9.27,54.39,36.61,36.10,6.11,True,FN
17,2026-04-07T02:33:35.109Z,0.000044,72.215,False,False,1,5,False,2x4,0,68.5,61.1,33.73,-14.50,57.85,-1.87,0.40,61.09,38.73,38.59,3.24,False,TN
18,2026-04-07T02:33:38.604Z,0.000031,72.450,False,False,0,5,False,1d:8,3,66.0,66.0,27.18,-10.02,59.24,13.23,-22.40,60.62,18.70,18.65,1.38,False,TN
19,2026-04-07T02:33:41.604Z,0.000007,72.511,True,False,0,5,False,1d:8,1,68.5,60.5,28.20,-12.11,61.22,5.04,-25.88,54.42,27.79,26.94,6.80,True,FN
20,2026-04-07T02:33:47.608Z,0.000012,129.942,True,True,1,5,False,2x2,3,67.2,65.6,25.47,-11.28,61.21,-1.30,-30.47,58.11,33.08,32.94,3.10,True,FN
21,2026-04-07T02:33:48.607Z,0.000027,72.928,False,False,1,5,False,2x4,0,65.8,67.8,25.09,-19.12,57.71,8.18,-41.90,52.71,28.81,28.37,5.00,False,TN
22,2026-04-07T02:33:52.102Z,0.000091,132.204,True,True,2,5,True,4x4,2,66.1,67.2,33.48,-14.91,54.98,18.15,-35.88,53.79,26.00,25.98,1.19,True,TP
23,2026-04-07T02:33:52.606Z,0.000048,73.453,False,False,2,5,True,2x2,3,70.3,73.7,42.37,-10.12,55.21,26.86,-32.54,60.41,27.75,27.26,5.20,False,FP
24,2026-04-07T02:33:53.106Z,0.000006,73.623,False,False,2,5,True,4x4,0,70.2,77.2,41.08,-5.54,56.67,28.55,-34.78,62.74,32.39,31.81,6.07,False,FP
25,2026-04-07T02:33:58.003Z,0.000040,71.051,True,False,1,5,False,2x2,3,75.7,68.9,44.94,-2.35,60.81,25.13,-27.92,57.79,32.49,32.35,3.02,False,TN
26,2026-04-07T02:33:58.107Z,0.000006,123.236,True,True,2,5,True,1d:15,3,71.5,69.1,39.61,-1.48,59.56,39.39,-21.77,52.44,21.50,20.29,7.12,True,TP
