fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T08:14:46.908Z,0.403003,73.041,False,False,0,1,False,1d:15,0,65.6,82.3,False,TN
1,2026-03-04T08:14:48.912Z,0.000834,72.242,False,False,0,2,False,1d:2,2,68.0,88.1,False,TN
2,2026-03-04T08:14:50.917Z,0.000485,74.003,False,False,0,3,False,4x4,2,67.4,86.5,False,TN
3,2026-03-04T08:14:50.918Z,0.000126,72.950,False,False,0,4,False,3x3,0,68.8,82.3,False,TN
4,2026-03-04T08:14:54.501Z,0.000295,132.397,False,False,0,5,False,2x4,0,68.8,84.2,True,FN
5,2026-03-04T08:14:54.512Z,0.000026,129.544,True,True,1,5,False,2x2,3,69.8,85.3,True,FN
6,2026-03-04T08:14:54.513Z,0.000006,131.156,True,True,2,5,True,2x2,1,70.4,85.1,True,TP
7,2026-03-04T08:14:54.927Z,0.000005,73.570,False,False,2,5,True,1d:15,1,68.5,85.0,False,FP
8,2026-03-04T08:14:59.002Z,0.000055,74.733,False,False,2,5,True,1d:15,0,61.0,80.8,False,FP
9,2026-03-04T08:15:00.005Z,0.000054,129.811,True,True,3,5,True,4x4,3,60.2,83.1,True,TP
10,2026-03-04T08:15:03.001Z,0.000112,128.204,False,False,2,5,True,3x3,0,69.3,83.0,True,TP
11,2026-03-04T08:15:04.502Z,0.000031,72.789,False,False,1,5,False,1d:4,0,65.8,79.3,False,TN
12,2026-03-04T08:15:09.001Z,0.000547,127.627,False,False,1,5,False,1d:8,0,72.0,78.4,True,FN
13,2026-03-04T08:15:10.965Z,0.000516,128.215,False,False,1,5,False,2x4,0,74.0,79.8,True,FN
14,2026-03-04T08:15:10.966Z,0.000140,66.400,False,False,0,5,False,1d:4,0,71.1,85.1,False,TN
15,2026-03-04T08:15:10.966Z,0.000022,75.927,False,False,0,5,False,3x3,3,72.2,85.3,False,TN
16,2026-03-04T08:15:14.500Z,0.000451,71.330,False,False,0,5,False,1d:8,1,69.4,83.6,False,TN
17,2026-03-04T08:15:14.502Z,0.000025,71.931,False,False,0,5,False,4x4,3,64.0,83.5,False,TN
18,2026-03-04T08:15:17.501Z,0.000042,128.420,True,True,1,5,False,1d:8,1,62.2,81.2,True,FN
19,2026-03-04T08:15:18.004Z,0.000002,128.161,True,True,2,5,True,4x4,3,61.5,80.9,True,TP
20,2026-03-04T08:15:22.002Z,0.000034,73.324,False,False,2,5,True,2x2,3,63.6,78.5,False,FP
21,2026-03-04T08:15:23.502Z,0.000036,74.032,False,False,2,5,True,1d:8,0,63.8,77.4,False,FP
22,2026-03-04T08:15:24.001Z,0.000082,72.752,False,False,2,5,True,2x4,2,64.3,82.8,False,FP
23,2026-03-04T08:15:25.002Z,0.000096,128.513,True,True,2,5,True,2x4,3,64.6,83.0,True,TP
24,2026-03-04T08:15:26.994Z,0.000001,70.108,False,False,1,5,False,1d:4,2,65.7,86.9,False,TN
25,2026-03-04T08:15:30.501Z,0.000011,73.854,False,False,1,5,False,4x4,3,69.3,83.2,False,TN
26,2026-03-04T08:15:31.501Z,0.000032,73.524,False,False,1,5,False,2x4,3,65.6,89.9,False,TN
27,2026-03-04T08:15:32.001Z,0.000032,131.018,True,True,2,5,True,2x4,1,65.0,90.5,True,TP
28,2026-03-04T08:15:36.002Z,0.000014,128.262,False,False,1,5,False,2x2,1,60.6,90.0,False,TN
29,2026-03-04T08:15:41.001Z,0.000014,125.965,True,True,2,5,True,1d:2,3,55.6,83.5,True,TP
30,2026-03-04T08:15:41.005Z,0.000000,134.646,True,True,3,5,True,2x4,2,57.2,84.1,True,TP
31,2026-03-04T08:15:45.502Z,0.000014,72.254,True,False,3,5,True,2x4,2,60.8,81.0,False,FP
32,2026-03-04T08:15:46.503Z,0.000048,72.165,False,False,2,5,True,1d:2,3,61.0,82.9,False,FP
33,2026-03-04T08:15:47.001Z,0.000032,70.914,True,False,2,5,True,2x4,3,61.4,81.6,False,FP
34,2026-03-04T08:15:48.504Z,0.000002,132.862,True,True,2,5,True,4x4,3,61.6,77.9,True,TP
35,2026-03-04T08:15:52.502Z,0.000022,126.325,True,True,2,5,True,3x3,3,59.8,78.1,True,TP
