fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-07T00:30:51.489Z,0.384678,129.603,False,False,0,1,False,4x4,0,71.5,83.5,35.22,14.85,60.48,-21.48,-11.14,79.91,65.33,62.37,19.43,True,FN
1,2026-04-07T00:30:51.501Z,0.114295,129.549,False,False,0,2,False,3x3,0,69.6,83.5,32.67,14.15,59.76,-21.48,-11.14,79.91,63.07,59.76,20.15,True,FN
2,2026-04-07T00:30:51.692Z,0.000103,129.549,True,True,1,3,False,3x3,2,69.6,84.6,32.67,14.15,59.76,-19.53,-11.49,81.47,62.08,58.16,21.71,True,FN
3,2026-04-07T00:30:54.105Z,0.000008,72.937,False,False,1,4,False,1d:8,1,70.5,88.8,24.34,21.63,62.52,-16.62,-9.39,86.67,56.77,51.38,24.15,False,TN
4,2026-04-07T00:30:59.503Z,0.000020,73.162,False,False,1,5,False,2x4,3,69.7,83.2,23.24,20.38,62.49,-19.69,-12.43,79.83,56.75,54.03,17.34,False,TN
5,2026-04-07T00:31:00.502Z,0.000245,74.476,False,False,1,5,False,4x4,3,70.4,80.3,21.94,15.90,64.96,-18.29,-7.34,77.80,48.20,46.46,12.84,False,TN
6,2026-04-07T00:31:01.015Z,0.000639,73.754,False,False,1,5,False,4x4,2,66.2,83.1,17.00,19.77,60.79,-26.38,-15.24,77.29,58.14,55.75,16.50,False,TN
7,2026-04-07T00:31:01.608Z,0.000470,130.293,True,True,1,5,False,3x3,2,73.3,87.6,18.03,33.07,62.93,-43.47,-11.65,75.18,77.02,76.04,12.25,True,FN
8,2026-04-07T00:31:03.102Z,0.000016,75.303,False,False,1,5,False,2x2,0,74.8,85.5,18.82,39.53,60.59,-36.68,-3.85,77.12,72.36,70.44,16.53,False,TN
9,2026-04-07T00:31:07.602Z,0.000004,132.523,False,False,1,5,False,2x2,1,69.5,77.3,13.22,37.33,57.09,-26.98,7.88,72.01,52.02,49.83,14.92,True,FN
10,2026-04-07T00:31:12.504Z,0.000005,73.619,True,False,1,5,False,2x2,3,68.6,78.0,19.78,39.28,52.59,-32.36,-1.42,70.92,68.64,66.14,18.33,True,FN
11,2026-04-07T00:31:14.004Z,0.000030,71.892,False,False,1,5,False,3x3,3,67.9,77.7,12.62,39.16,53.98,-37.02,4.25,68.23,62.34,60.69,14.25,False,TN
12,2026-04-07T00:31:14.107Z,0.000021,72.356,False,False,0,5,False,3x3,2,68.2,84.4,3.53,40.52,54.78,-39.96,5.90,74.08,58.84,55.59,19.30,False,TN
13,2026-04-07T00:31:19.604Z,0.000070,133.693,True,True,1,5,False,3x3,2,64.9,89.2,0.96,37.54,52.91,-43.52,-7.17,77.49,67.69,63.07,24.58,True,FN
14,2026-04-07T00:31:20.602Z,0.000007,73.094,False,False,1,5,False,2x4,1,54.2,93.7,-11.91,20.76,48.59,-34.98,-18.36,85.00,58.21,45.42,36.41,False,TN
15,2026-04-07T00:31:25.501Z,0.000050,73.922,False,False,1,5,False,4x4,3,51.1,91.7,-8.51,19.08,46.67,-38.72,-11.87,82.27,56.02,43.25,35.60,False,TN
16,2026-04-07T00:31:26.105Z,0.000015,71.316,False,False,1,5,False,1d:4,1,44.4,95.0,-8.51,16.36,40.43,-27.46,-21.04,88.49,63.78,41.93,48.06,False,TN
17,2026-04-07T00:31:31.107Z,0.000026,70.411,False,False,1,5,False,1d:8,2,43.1,95.6,-7.87,16.05,39.19,-28.66,-15.58,89.89,63.27,37.85,50.70,False,TN
18,2026-04-07T00:31:32.602Z,0.000031,73.991,True,False,0,5,False,1d:4,2,39.7,92.1,-3.36,17.18,35.63,-33.91,-12.70,84.69,65.06,42.73,49.06,False,TN
19,2026-04-07T00:31:33.606Z,0.000057,127.025,False,False,0,5,False,4x4,3,41.7,92.8,-7.77,14.99,38.11,-39.61,-11.93,83.09,61.33,41.69,44.98,False,TN
20,2026-04-07T00:31:34.106Z,0.000004,132.756,True,True,1,5,False,4x4,3,37.9,94.4,-12.89,17.87,30.84,-44.88,-3.25,82.97,64.71,38.33,52.13,False,TN
21,2026-04-07T00:31:39.003Z,0.000018,69.180,False,False,1,5,False,1d:2,3,42.5,95.6,-12.31,27.19,30.23,-34.90,13.94,87.89,63.33,26.19,57.66,False,TN
22,2026-04-07T00:31:43.504Z,0.000021,126.521,True,True,2,5,True,4x4,2,42.5,102.7,-20.26,25.15,27.66,-36.89,15.67,94.56,69.58,19.14,66.90,True,TP
23,2026-04-07T00:31:45.010Z,0.000041,128.332,True,True,3,5,True,1d:2,3,34.2,93.1,-9.53,18.18,27.34,-24.96,17.32,88.04,62.64,15.45,60.70,False,FP
24,2026-04-07T00:31:46.609Z,0.000020,72.169,False,False,3,5,True,2x2,3,37.9,88.9,-17.53,14.75,30.22,-25.75,27.42,80.51,52.51,15.10,50.29,False,FP
25,2026-04-07T00:31:50.610Z,0.000010,129.201,True,True,3,5,True,1d:15,2,41.5,84.2,-23.57,20.95,26.97,-34.55,11.42,75.92,51.06,14.54,48.95,False,FP
