fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T07:39:28.718Z,0.044611,129.490,True,True,1,1,False,1d:15,2,65.6,84.4,True,FN
1,2026-03-04T07:39:29.514Z,0.001273,129.883,False,False,1,2,False,3x3,0,66.8,82.2,True,FN
2,2026-03-04T07:39:31.017Z,0.000207,127.262,False,False,1,3,False,1d:4,1,62.7,83.4,True,FN
3,2026-03-04T07:39:35.512Z,0.000070,73.503,True,False,1,4,False,3x3,3,63.1,84.5,False,TN
4,2026-03-04T07:39:36.013Z,0.000047,71.737,False,False,1,5,False,1d:2,2,61.7,86.5,False,TN
5,2026-03-04T07:39:37.011Z,0.000026,128.374,False,False,0,5,False,3x3,0,60.7,84.2,True,FN
6,2026-03-04T07:39:37.513Z,0.000017,120.826,True,True,1,5,False,2x2,1,57.8,83.7,True,FN
7,2026-03-04T07:39:41.512Z,0.000008,74.145,False,False,1,5,False,3x3,1,56.3,84.2,False,TN
8,2026-03-04T07:39:45.516Z,0.000002,129.352,True,True,2,5,True,3x3,1,61.0,83.0,True,TP
9,2026-03-04T07:39:50.513Z,0.000008,73.427,False,False,2,5,True,2x4,1,57.7,78.8,False,FP
10,2026-03-04T07:39:55.501Z,0.000023,130.951,False,False,2,5,True,2x4,3,57.5,78.9,False,FP
11,2026-03-04T07:39:57.001Z,0.000046,72.126,False,False,1,5,False,2x2,3,50.2,85.3,False,TN
12,2026-03-04T07:39:58.513Z,0.000024,131.791,False,False,1,5,False,1d:8,2,48.2,85.4,False,TN
13,2026-03-04T07:40:00.513Z,0.000014,73.483,False,False,0,5,False,1d:15,2,46.0,82.8,False,TN
14,2026-03-04T07:40:04.013Z,0.000004,71.631,False,False,0,5,False,4x4,1,38.1,78.6,False,TN
