fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-15T01:51:19.501Z,0.499327,74.638,False,False,0,1,False,2x2,1,63.8,93.1,-35.23,-35.07,39.99,-32.65,-34.23,80.24,40.34,2.71,40.25,True,FN
1,2026-04-15T01:51:19.501Z,0.000772,73.503,False,False,0,2,False,1d:15,1,61.6,93.1,-32.27,-33.86,40.13,-32.65,-34.23,80.24,40.11,0.53,40.11,True,FN
2,2026-04-15T01:51:20.001Z,0.000024,71.903,False,False,0,3,False,2x2,3,59.7,91.8,-28.90,-33.44,40.08,-27.88,-34.62,80.28,40.23,1.56,40.20,True,FN
3,2026-04-15T01:51:21.002Z,0.000019,128.063,False,False,0,4,False,2x2,3,55.8,89.5,-19.43,-33.46,40.18,-20.17,-34.82,79.99,39.84,1.55,39.81,True,FN
4,2026-04-15T01:51:26.000Z,0.000586,74.656,False,False,0,5,False,1d:8,3,53.8,87.3,-8.11,-34.69,40.35,-8.02,-33.92,80.06,39.72,0.78,39.71,True,FN
5,2026-04-15T01:51:26.000Z,0.000012,72.362,False,False,0,5,False,1d:2,2,56.1,88.6,20.30,-33.94,39.84,20.59,-33.58,79.35,39.51,0.46,39.51,True,FN
6,2026-04-15T01:51:31.504Z,0.000634,71.854,False,False,0,5,False,1d:2,2,64.0,93.3,36.27,-34.31,39.96,35.27,-32.74,79.90,39.98,1.86,39.94,True,FN
7,2026-04-15T01:51:33.501Z,0.000884,125.538,True,True,1,5,False,2x2,3,51.7,86.5,24.61,-21.71,39.90,24.73,-21.94,79.91,40.01,0.26,40.01,True,FN
8,2026-04-15T01:51:35.506Z,0.000908,129.760,True,True,2,5,True,4x4,3,50.0,84.8,20.31,-21.92,40.11,20.31,-21.68,79.45,39.34,0.24,39.34,True,TP
9,2026-04-15T01:51:36.003Z,0.000947,133.355,True,True,3,5,True,2x2,1,47.5,83.8,12.32,-23.09,39.69,12.90,-21.57,79.92,40.26,1.63,40.23,True,TP
10,2026-04-15T01:51:37.003Z,0.001013,129.871,False,False,3,5,True,3x3,0,46.3,83.7,7.41,-22.05,39.98,7.27,-22.28,80.35,40.37,0.27,40.37,True,TP
11,2026-04-15T01:51:37.506Z,0.001081,127.879,True,True,4,5,True,1d:15,1,46.4,83.2,-8.09,-22.43,39.79,-7.75,-21.99,79.85,40.06,0.56,40.06,True,TP
12,2026-04-15T01:51:39.505Z,0.001102,73.256,True,False,3,5,True,4x4,3,55.9,89.2,-31.80,-22.34,40.13,-32.50,-21.89,80.17,40.05,0.83,40.04,True,TP
13,2026-04-15T01:51:42.505Z,0.001107,72.669,False,False,2,5,True,2x4,1,58.1,90.1,-35.90,-22.22,39.92,-35.79,-21.32,79.88,39.97,0.91,39.96,True,TP
14,2026-04-15T01:51:43.504Z,0.001130,72.548,False,False,1,5,False,2x2,0,54.8,88.3,-36.14,-9.18,40.17,-35.74,-10.51,80.03,39.88,1.39,39.86,True,FN
15,2026-04-15T01:51:44.505Z,0.001329,74.665,False,False,1,5,False,1d:15,1,52.3,86.5,-32.24,-10.64,39.82,-32.38,-9.94,79.65,39.84,0.71,39.83,True,FN
16,2026-04-15T01:51:45.006Z,0.001359,71.218,False,False,0,5,False,2x2,0,49.9,84.8,-28.28,-10.11,39.87,-27.22,-10.33,79.67,39.81,1.08,39.80,True,FN
17,2026-04-15T01:51:45.505Z,0.001448,136.216,True,True,1,5,False,2x2,3,45.7,83.1,-19.52,-10.58,39.98,-20.10,-9.83,80.06,40.09,0.95,40.08,True,FN
18,2026-04-15T01:51:46.006Z,0.001483,130.912,True,True,2,5,True,1d:8,2,44.5,82.0,-15.71,-9.81,40.46,-15.28,-9.98,79.96,39.50,0.46,39.50,True,TP
19,2026-04-15T01:51:47.006Z,0.001552,128.686,True,True,3,5,True,2x4,1,43.6,81.6,-11.93,-10.77,40.52,-12.25,-9.87,80.10,39.59,0.96,39.58,True,TP
20,2026-04-15T01:51:47.503Z,0.001618,131.894,True,True,4,5,True,1d:4,3,41.7,81.2,-7.32,-10.02,39.85,-8.54,-10.00,80.10,40.27,1.22,40.25,True,TP
21,2026-04-15T01:51:48.007Z,0.001627,134.416,False,False,4,5,True,2x4,0,41.5,80.9,-0.20,-9.73,40.36,1.16,-10.10,80.25,39.91,1.41,39.89,True,TP
22,2026-04-15T01:51:48.506Z,0.001778,132.072,True,True,4,5,True,3x3,1,41.4,80.5,4.15,-9.95,39.98,4.17,-10.90,79.66,39.69,0.95,39.68,True,TP
23,2026-04-15T01:51:49.004Z,0.001822,129.138,True,True,4,5,True,2x2,1,41.9,81.3,7.62,-9.55,40.07,8.77,-9.87,80.24,40.19,1.19,40.17,True,TP
24,2026-04-15T01:51:49.505Z,0.001843,128.976,True,True,4,5,True,1d:15,3,42.5,81.0,12.34,-8.36,39.80,11.81,-10.50,79.49,39.75,2.20,39.69,True,TP
25,2026-04-15T01:51:50.005Z,0.001869,72.158,False,False,3,5,True,3x3,1,46.0,83.0,20.15,-9.91,40.18,19.13,-10.21,80.15,39.98,1.06,39.97,True,TP
26,2026-04-15T01:51:51.007Z,0.001946,131.168,True,True,4,5,True,2x2,2,51.4,86.6,30.69,-9.63,40.15,30.98,-10.75,80.17,40.04,1.16,40.02,True,TP
27,2026-04-15T01:51:52.505Z,0.002081,134.240,True,True,4,5,True,2x4,1,44.5,83.0,19.38,2.30,40.01,20.29,2.22,80.51,40.51,0.91,40.50,True,TP
28,2026-04-15T01:51:54.007Z,0.001982,125.931,True,True,4,5,True,3x3,1,40.3,80.8,-3.11,1.01,40.21,-3.99,2.05,80.68,40.49,1.36,40.47,True,TP
29,2026-04-15T01:51:54.507Z,0.001880,125.856,True,True,4,5,True,1d:2,2,40.6,80.5,-7.77,1.49,39.81,-7.95,2.30,80.03,40.23,0.83,40.22,True,TP
30,2026-04-15T01:51:58.507Z,0.001837,127.599,True,True,5,5,True,2x2,2,57.5,90.4,-39.06,14.78,39.53,-39.49,14.10,80.05,40.53,0.80,40.52,True,TP
31,2026-04-15T01:52:03.504Z,0.001997,131.400,True,True,5,5,True,3x3,2,49.1,84.6,-24.87,14.35,39.83,-24.38,14.13,79.75,39.92,0.54,39.92,True,TP
32,2026-04-15T01:52:06.005Z,0.002134,128.735,True,True,5,5,True,1d:2,1,45.5,82.6,-15.39,14.60,40.30,-16.04,13.93,79.81,39.52,0.93,39.51,True,TP
33,2026-04-15T01:52:07.003Z,0.002157,132.767,True,True,5,5,True,3x3,3,44.0,82.0,-12.35,13.28,40.13,-11.89,14.01,79.88,39.76,0.86,39.75,True,TP
34,2026-04-15T01:52:07.005Z,0.002065,132.174,False,False,4,5,True,1d:15,0,50.6,86.5,27.49,14.84,39.85,28.25,14.29,80.48,40.64,0.94,40.63,True,TP
35,2026-04-15T01:52:08.506Z,0.001908,127.577,False,False,3,5,True,1d:4,3,62.9,93.4,40.90,26.32,39.80,40.78,25.47,80.12,40.33,0.86,40.32,True,TP
36,2026-04-15T01:52:13.502Z,0.001951,122.202,False,False,2,5,True,4x4,3,57.4,89.8,32.31,25.44,40.01,31.79,26.17,79.82,39.82,0.90,39.81,True,TP
37,2026-04-15T01:52:14.506Z,0.002001,130.731,True,True,2,5,True,2x2,2,48.1,84.5,-3.85,25.85,40.37,-3.69,26.29,80.23,39.86,0.47,39.86,True,TP
38,2026-04-15T01:52:19.005Z,0.002037,132.508,True,True,2,5,True,3x3,1,49.4,84.8,-11.84,26.01,40.24,-10.69,26.49,79.88,39.66,1.25,39.64,True,TP
