fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T08:17:48.638Z,0.044960,129.490,True,True,1,1,False,1d:15,2,65.6,84.4,True,FN
1,2026-03-04T08:17:49.515Z,0.001903,129.883,False,False,1,2,False,3x3,0,66.8,82.2,True,FN
2,2026-03-04T08:17:50.014Z,0.000902,125.237,False,False,1,3,False,1d:8,0,64.8,81.5,True,FN
3,2026-03-04T08:17:51.515Z,0.000054,73.570,False,False,1,4,False,3x3,0,60.8,84.6,True,FN
4,2026-03-04T08:17:52.513Z,0.000026,72.487,False,False,1,5,False,2x4,0,57.9,82.3,False,TN
5,2026-03-04T08:17:57.502Z,0.000145,128.374,False,False,0,5,False,3x3,0,60.7,84.2,True,FN
6,2026-03-04T08:17:58.012Z,0.000008,128.779,False,False,0,5,False,2x2,1,55.0,85.8,True,FN
7,2026-03-04T08:18:01.512Z,0.000006,74.145,False,False,0,5,False,3x3,1,56.3,84.2,False,TN
8,2026-03-04T08:18:04.015Z,0.000001,73.474,False,False,0,5,False,1d:15,1,57.0,85.4,False,TN
9,2026-03-04T08:18:09.013Z,0.000012,70.405,False,False,0,5,False,1d:2,0,63.3,82.3,False,TN
10,2026-03-04T08:18:09.513Z,0.000010,73.427,False,False,0,5,False,2x4,1,57.7,78.8,False,TN
11,2026-03-04T08:18:15.502Z,0.000033,74.404,False,False,0,5,False,3x3,0,54.4,77.4,True,FN
12,2026-03-04T08:18:19.013Z,0.000039,75.357,False,False,0,5,False,2x2,0,52.6,85.9,False,TN
13,2026-03-04T08:18:22.511Z,0.000001,135.289,False,False,0,5,False,1d:8,0,39.0,81.8,True,FN
14,2026-03-04T08:18:27.503Z,0.000036,71.631,False,False,0,5,False,4x4,1,38.1,78.6,False,TN
15,2026-03-04T08:18:27.513Z,0.000027,70.292,False,False,0,5,False,2x2,3,34.7,83.0,False,TN
16,2026-03-04T08:18:32.505Z,0.000034,128.819,True,True,1,5,False,2x2,2,35.0,82.2,True,FN
17,2026-03-04T08:18:36.015Z,0.000328,72.140,True,False,1,5,False,2x4,3,39.9,88.4,False,TN
18,2026-03-04T08:18:36.511Z,0.000093,73.633,False,False,1,5,False,2x2,1,37.0,91.2,False,TN
19,2026-03-04T08:18:37.515Z,0.000046,130.952,True,True,2,5,True,2x4,1,38.8,90.5,True,TP
20,2026-03-04T08:18:41.513Z,0.000019,72.236,False,False,2,5,True,2x4,1,41.3,90.0,False,FP
21,2026-03-04T08:18:43.513Z,0.000018,73.903,False,False,1,5,False,3x3,1,42.1,87.8,False,TN
22,2026-03-04T08:18:44.013Z,0.000008,73.254,False,False,1,5,False,4x4,2,40.1,86.9,False,TN
23,2026-03-04T08:18:49.504Z,0.000024,75.074,False,False,1,5,False,1d:15,3,37.0,82.9,False,TN
24,2026-03-04T08:18:53.503Z,0.000025,73.097,False,False,0,5,False,3x3,0,36.7,84.7,False,TN
25,2026-03-04T08:18:53.514Z,0.000014,127.471,True,True,1,5,False,2x2,3,36.9,77.9,True,FN
26,2026-03-04T08:18:58.502Z,0.000031,134.571,False,False,1,5,False,2x4,3,39.5,75.7,False,TN
27,2026-03-04T08:18:59.013Z,0.000024,70.585,True,False,1,5,False,1d:8,2,42.1,73.5,False,TN
28,2026-03-04T08:19:01.517Z,0.000008,130.147,True,True,2,5,True,3x3,2,38.3,77.1,True,TP
29,2026-03-04T08:19:06.506Z,0.000016,128.870,False,False,2,5,True,1d:2,0,48.9,77.1,True,TP
30,2026-03-04T08:19:08.002Z,0.000020,71.915,True,False,1,5,False,1d:15,3,46.9,76.9,False,TN
31,2026-03-04T08:19:08.013Z,0.000019,71.352,False,False,1,5,False,2x2,1,52.5,85.0,False,TN
32,2026-03-04T08:19:09.513Z,0.000008,128.135,False,False,1,5,False,2x2,1,53.4,82.2,True,FN
33,2026-03-04T08:19:14.512Z,0.000015,133.211,True,True,1,5,False,2x2,3,53.7,82.9,True,FN
34,2026-03-04T08:19:15.011Z,0.000015,72.414,True,False,1,5,False,1d:8,2,52.3,87.0,False,TN
35,2026-03-04T08:19:18.014Z,0.000038,71.583,False,False,1,5,False,3x3,0,56.8,81.8,True,FN
36,2026-03-04T08:19:18.512Z,0.000024,132.036,True,True,2,5,True,2x4,3,54.8,80.1,True,TP
37,2026-03-04T08:19:23.503Z,0.000026,132.970,True,True,3,5,True,1d:15,3,57.3,76.4,True,TP
38,2026-03-04T08:19:24.001Z,0.000030,74.031,False,False,2,5,True,4x4,1,49.6,81.6,False,FP
39,2026-03-04T08:19:25.518Z,0.000007,126.807,True,True,3,5,True,1d:2,1,51.8,78.4,True,TP
40,2026-03-04T08:19:29.014Z,0.000000,72.043,False,False,3,5,True,4x4,1,53.9,80.8,False,FP
41,2026-03-04T08:19:34.003Z,0.000912,132.422,True,True,3,5,True,4x4,2,52.8,84.5,True,TP
