fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T06:44:34.990Z,0.387416,129.012,True,True,1,1,False,2x2,3,66.9,81.5,True,FN
1,2026-03-04T06:44:35.000Z,0.110440,129.012,False,False,1,2,False,2x2,3,66.9,80.9,True,FN
2,2026-03-04T06:44:35.194Z,0.000518,71.752,False,False,1,3,False,1d:15,3,65.5,80.9,False,TN
3,2026-03-04T06:44:36.102Z,0.000113,69.844,False,False,1,4,False,2x2,1,69.6,78.5,False,TN
4,2026-03-04T06:44:36.607Z,0.000007,71.447,False,False,1,5,False,2x2,3,70.2,78.8,False,TN
5,2026-03-04T06:44:40.105Z,0.000003,124.920,True,True,1,5,False,3x3,1,75.1,80.7,True,FN
6,2026-03-04T06:44:45.008Z,0.000003,128.695,True,True,2,5,True,1d:4,1,76.8,77.7,True,TP
7,2026-03-04T06:44:47.003Z,0.000667,72.010,False,False,2,5,True,1d:8,1,77.6,80.5,False,FP
8,2026-03-04T06:44:47.103Z,0.000038,68.920,False,False,2,5,True,1d:2,2,80.8,84.6,False,FP
9,2026-03-04T06:44:52.001Z,0.000048,133.176,False,False,2,5,True,3x3,0,78.1,83.5,True,TP
10,2026-03-04T06:44:53.603Z,0.000010,73.839,True,False,1,5,False,4x4,1,78.0,80.1,False,TN
11,2026-03-04T06:44:54.103Z,0.000004,71.181,False,False,0,5,False,3x3,1,80.0,83.4,False,TN
12,2026-03-04T06:44:59.003Z,0.000022,127.649,True,True,1,5,False,3x3,3,78.7,77.9,True,FN
13,2026-03-04T06:45:03.106Z,0.000027,72.418,False,False,1,5,False,2x4,2,76.1,76.1,False,TN
14,2026-03-04T06:45:04.103Z,0.000006,126.983,True,True,2,5,True,2x4,1,76.5,84.8,True,TP
15,2026-03-04T06:45:09.501Z,0.000009,129.707,True,True,3,5,True,3x3,3,77.6,87.6,True,TP
16,2026-03-04T06:45:12.502Z,0.000016,126.981,True,True,4,5,True,1d:15,3,74.5,90.2,True,TP
17,2026-03-04T06:45:17.003Z,0.000055,130.944,False,False,3,5,True,1d:2,0,72.2,83.5,True,TP
18,2026-03-04T06:45:18.501Z,0.000101,73.077,False,False,3,5,True,4x4,1,72.2,86.0,False,FP
19,2026-03-04T06:45:20.004Z,0.000934,73.603,False,False,2,5,True,1d:15,1,71.2,89.2,False,FP
20,2026-03-04T06:45:20.605Z,0.000635,134.132,True,True,2,5,True,4x4,1,72.0,83.3,True,TP
21,2026-03-04T06:45:21.109Z,0.000407,126.478,False,False,1,5,False,2x4,0,74.3,81.7,True,FN
22,2026-03-04T06:45:24.602Z,0.000227,72.463,False,False,1,5,False,3x3,2,71.4,85.8,False,TN
23,2026-03-04T06:45:25.105Z,0.000209,73.628,False,False,1,5,False,1d:15,1,75.0,84.3,False,TN
24,2026-03-04T06:45:30.002Z,0.000463,75.593,False,False,1,5,False,3x3,2,78.0,80.8,False,TN
25,2026-03-04T06:45:30.106Z,0.000036,127.052,True,True,1,5,False,4x4,3,83.2,83.3,True,FN
26,2026-03-04T06:45:32.606Z,0.000027,72.958,False,False,1,5,False,2x2,0,89.9,80.4,False,TN
27,2026-03-04T06:45:33.109Z,0.000019,71.550,True,False,1,5,False,2x4,2,89.9,80.4,False,TN
28,2026-03-04T06:45:38.002Z,0.000035,72.138,False,False,1,5,False,3x3,3,92.4,78.6,False,TN
29,2026-03-04T06:45:38.504Z,0.000115,129.143,True,True,2,5,True,4x4,3,89.3,75.7,True,TP
30,2026-03-04T06:45:42.503Z,0.000227,72.582,False,False,1,5,False,3x3,3,91.9,79.3,False,TN
31,2026-03-04T06:45:44.605Z,0.000016,124.171,True,True,2,5,True,3x3,3,94.9,86.1,True,TP
32,2026-03-04T06:45:45.102Z,0.000012,125.148,True,True,3,5,True,3x3,3,93.2,89.7,True,TP
33,2026-03-04T06:45:50.501Z,0.000018,130.717,False,False,3,5,True,2x2,0,91.4,94.0,True,TP
34,2026-03-04T06:45:50.602Z,0.000010,73.969,False,False,2,5,True,4x4,1,97.5,90.3,False,FP
35,2026-03-04T06:45:53.105Z,0.000001,129.212,False,False,2,5,True,3x3,1,93.3,92.4,True,TP
36,2026-03-04T06:45:58.500Z,0.000052,72.494,False,False,1,5,False,1d:15,0,98.5,93.3,False,TN
37,2026-03-04T06:45:59.105Z,0.000001,130.601,False,False,0,5,False,4x4,3,91.8,92.3,False,TN
38,2026-03-04T06:46:04.000Z,0.000001,129.715,True,True,1,5,False,1d:4,1,90.7,98.3,True,FN
39,2026-03-04T06:46:05.000Z,0.000005,131.474,False,False,1,5,False,1d:4,0,89.9,97.1,True,FN
40,2026-03-04T06:46:07.004Z,0.000011,71.302,False,False,1,5,False,1d:15,1,91.1,96.8,False,TN
41,2026-03-04T06:46:11.602Z,0.000013,72.133,False,False,1,5,False,1d:2,2,92.0,93.9,False,TN
42,2026-03-04T06:46:16.103Z,0.000000,128.401,True,True,2,5,True,4x4,2,90.8,102.7,True,TP
43,2026-03-04T06:46:21.608Z,0.000006,129.688,True,True,2,5,True,4x4,2,92.1,104.5,True,TP
44,2026-03-04T06:46:22.503Z,0.000080,126.386,True,True,3,5,True,2x2,3,94.9,103.8,True,TP
45,2026-03-04T06:46:24.001Z,0.000105,70.509,False,False,3,5,True,1d:2,0,93.2,97.5,False,FP
46,2026-03-04T06:46:24.104Z,0.000016,74.928,True,False,3,5,True,1d:15,3,92.3,98.4,True,TP
47,2026-03-04T06:46:25.604Z,0.000009,134.459,False,False,2,5,True,2x2,0,91.9,100.3,True,TP
48,2026-03-04T06:46:30.607Z,0.000010,75.256,False,False,1,5,False,2x2,2,98.0,108.5,False,TN
49,2026-03-04T06:46:33.105Z,0.000007,128.651,False,False,0,5,False,2x2,1,96.1,102.0,True,FN
50,2026-03-04T06:46:38.111Z,0.000013,72.429,False,False,0,5,False,1d:8,1,98.5,103.5,False,TN
51,2026-03-04T06:46:40.501Z,0.000113,75.519,False,False,0,5,False,4x4,1,102.8,103.1,False,TN
