fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T07:10:57.740Z,0.040138,129.012,True,True,1,1,False,2x2,3,66.9,84.6,True,FN
1,2026-03-04T07:10:58.022Z,0.001459,125.686,True,True,2,2,True,1d:15,3,65.5,81.5,True,TP
2,2026-03-04T07:10:58.515Z,0.000222,133.838,True,True,3,3,True,3x3,3,62.8,80.9,True,TP
3,2026-03-04T07:10:59.018Z,0.000034,71.706,True,False,3,4,True,3x3,3,62.8,78.3,True,TP
4,2026-03-04T07:10:59.520Z,0.000018,130.784,True,True,4,5,True,2x4,3,64.3,79.5,True,TP
5,2026-03-04T07:11:01.525Z,0.000013,74.041,False,False,3,5,True,3x3,3,63.1,87.0,False,FP
6,2026-03-04T07:11:07.001Z,0.000035,76.330,False,False,2,5,True,1d:15,0,59.2,88.6,False,FP
7,2026-03-04T07:11:08.505Z,0.000039,70.851,False,False,1,5,False,2x2,3,59.5,95.1,False,TN
8,2026-03-04T07:11:10.510Z,0.000160,125.873,False,False,1,5,False,3x3,1,63.4,98.9,True,FN
9,2026-03-04T07:11:12.519Z,0.000111,71.108,False,False,0,5,False,2x2,2,69.6,98.2,False,TN
10,2026-03-04T07:11:17.509Z,0.000620,133.122,True,True,1,5,False,1d:8,1,68.7,97.8,True,FN
11,2026-03-04T07:11:18.012Z,0.000032,72.250,False,False,1,5,False,3x3,1,67.3,93.0,False,TN
12,2026-03-04T07:11:19.013Z,0.000012,71.821,False,False,1,5,False,2x2,1,62.2,93.4,False,TN
13,2026-03-04T07:11:24.004Z,0.000466,72.114,False,False,1,5,False,2x2,3,63.3,91.7,False,TN
14,2026-03-04T07:11:24.500Z,0.000551,68.330,False,False,1,5,False,1d:2,2,64.1,91.7,False,TN
15,2026-03-04T07:11:24.515Z,0.000004,132.274,True,True,1,5,False,4x4,3,69.2,86.4,True,FN
16,2026-03-04T07:11:29.508Z,0.000030,73.418,False,False,1,5,False,4x4,3,66.7,94.7,False,TN
17,2026-03-04T07:11:31.517Z,0.000010,127.938,True,True,2,5,True,2x4,2,61.7,94.9,True,TP
18,2026-03-04T07:11:36.014Z,0.000003,72.081,False,False,2,5,True,1d:15,1,62.3,100.4,False,FP
19,2026-03-04T07:11:37.518Z,0.000002,73.134,False,False,2,5,True,4x4,1,64.5,96.6,False,FP
20,2026-03-04T07:11:42.502Z,0.000018,71.716,False,False,1,5,False,2x4,1,60.7,107.5,False,TN
21,2026-03-04T07:11:46.505Z,0.000028,131.870,False,False,1,5,False,1d:2,1,61.4,103.6,False,TN
22,2026-03-04T07:11:47.517Z,0.000029,71.337,False,False,0,5,False,1d:8,1,57.4,100.4,False,TN
23,2026-03-04T07:11:51.014Z,0.000034,128.326,False,False,0,5,False,1d:15,0,54.7,105.1,False,TN
24,2026-03-04T07:11:55.513Z,0.000086,71.594,False,False,0,5,False,3x3,3,61.5,106.2,False,TN
25,2026-03-04T07:11:59.002Z,0.000157,125.481,True,True,1,5,False,4x4,2,63.5,108.4,True,FN
26,2026-03-04T07:11:59.521Z,0.000030,72.943,False,False,1,5,False,2x2,3,67.1,121.3,False,TN
27,2026-03-04T07:12:04.502Z,0.000171,125.197,True,True,2,5,True,2x2,2,67.9,121.1,True,TP
28,2026-03-04T07:12:07.004Z,0.000171,72.499,False,False,2,5,True,1d:4,2,60.2,116.1,False,FP
29,2026-03-04T07:12:09.516Z,0.000001,71.729,False,False,2,5,True,2x4,2,70.6,111.9,False,FP
30,2026-03-04T07:12:14.510Z,0.000100,72.064,False,False,1,5,False,1d:8,3,73.2,109.3,False,TN
31,2026-03-04T07:12:18.524Z,0.000015,128.618,True,True,2,5,True,1d:8,2,75.0,109.8,True,TP
32,2026-03-04T07:12:23.504Z,0.000036,71.824,False,False,1,5,False,3x3,1,76.6,109.3,False,TN
33,2026-03-04T07:12:27.004Z,0.000179,70.401,False,False,1,5,False,3x3,0,81.5,109.4,False,TN
34,2026-03-04T07:12:28.507Z,0.000966,129.839,False,False,1,5,False,1d:8,0,76.8,105.0,True,FN
35,2026-03-04T07:12:30.012Z,0.000417,72.318,False,False,1,5,False,3x3,1,79.8,105.1,False,TN
36,2026-03-04T07:12:32.516Z,0.000001,73.177,False,False,0,5,False,4x4,1,78.3,110.6,False,TN
37,2026-03-04T07:12:37.515Z,0.000037,132.384,False,False,0,5,False,1d:8,0,77.8,112.4,True,FN
38,2026-03-04T07:12:40.018Z,0.000520,72.205,False,False,0,5,False,2x2,2,78.8,118.3,False,TN
39,2026-03-04T07:12:40.521Z,0.000040,75.101,False,False,0,5,False,2x4,1,80.8,115.8,False,TN
40,2026-03-04T07:12:41.523Z,0.000031,71.890,False,False,0,5,False,3x3,3,84.1,113.4,False,TN
41,2026-03-04T07:12:46.501Z,0.000658,130.686,False,False,0,5,False,2x2,0,83.5,107.8,True,FN
42,2026-03-04T07:12:46.511Z,0.000031,70.016,False,False,0,5,False,2x2,2,83.7,102.8,False,TN
43,2026-03-04T07:12:51.514Z,0.000092,71.809,False,False,0,5,False,2x4,3,82.9,107.3,False,TN
44,2026-03-04T07:12:52.512Z,0.000201,134.294,True,True,1,5,False,2x2,3,83.3,110.8,True,FN
45,2026-03-04T07:12:53.512Z,0.000000,70.570,False,False,1,5,False,2x4,0,88.2,111.0,False,TN
46,2026-03-04T07:12:58.522Z,0.000023,127.106,True,True,2,5,True,1d:8,1,91.8,107.6,True,TP
47,2026-03-04T07:13:03.503Z,0.000066,73.468,True,False,2,5,True,1d:15,3,95.7,111.2,False,FP
48,2026-03-04T07:13:08.002Z,0.001872,130.411,True,True,3,5,True,1d:8,3,98.5,102.0,True,TP
49,2026-03-04T07:13:08.015Z,0.001318,135.878,True,True,3,5,True,2x2,2,100.8,101.6,True,TP
50,2026-03-04T07:13:09.514Z,0.000037,70.509,False,False,3,5,True,1d:4,1,98.6,104.9,False,FP
51,2026-03-04T07:13:11.522Z,0.000021,71.950,False,False,2,5,True,1d:2,0,101.0,102.2,False,FP
52,2026-03-04T07:13:17.012Z,0.000478,72.819,False,False,2,5,True,1d:15,1,105.2,95.3,False,FP
53,2026-03-04T07:13:20.014Z,0.000017,70.785,False,False,1,5,False,2x2,2,103.4,98.9,False,TN
54,2026-03-04T07:13:23.013Z,0.000002,134.567,True,True,1,5,False,1d:2,2,102.6,96.2,True,FN
55,2026-03-04T07:13:28.002Z,0.000037,75.025,False,False,1,5,False,1d:8,3,100.6,95.1,False,TN
56,2026-03-04T07:13:30.522Z,0.000073,72.577,False,False,1,5,False,2x2,3,100.3,95.0,False,TN
57,2026-03-04T07:13:31.515Z,0.000039,128.495,True,True,2,5,True,2x4,1,103.5,89.8,True,TP
58,2026-03-04T07:13:33.515Z,0.000009,124.648,False,False,2,5,True,1d:8,2,103.8,95.5,False,FP
59,2026-03-04T07:13:38.021Z,0.000001,130.070,True,True,2,5,True,1d:15,3,102.5,104.0,True,TP
60,2026-03-04T07:13:43.012Z,0.000252,130.481,False,False,2,5,True,3x3,0,98.2,100.6,True,TP
61,2026-03-04T07:13:45.011Z,0.001636,72.612,False,False,2,5,True,4x4,3,97.8,92.7,False,FP
62,2026-03-04T07:13:46.523Z,0.001622,72.302,False,False,1,5,False,2x4,0,91.6,87.5,True,FN
63,2026-03-04T07:13:47.013Z,0.000014,132.001,True,True,2,5,True,2x2,2,92.8,85.7,True,TP
64,2026-03-04T07:13:49.014Z,0.000003,130.879,False,False,1,5,False,4x4,3,89.2,83.2,False,TN
65,2026-03-04T07:13:54.512Z,0.000029,74.007,False,False,1,5,False,4x4,2,89.8,85.7,False,TN
66,2026-03-04T07:13:57.516Z,0.000014,73.865,False,False,1,5,False,4x4,3,94.0,85.1,False,TN
