fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,fire_window,hit_miss
0,2026-03-04T06:32:10.233Z,0.230616,127.569,True,True,1,1,False,2x4,3,70.0,84.6,True,FN
1,2026-03-04T06:32:11.237Z,0.000019,69.698,True,False,1,2,False,2x2,3,69.5,81.5,True,FN
2,2026-03-04T06:32:12.240Z,0.000007,71.449,False,False,1,3,False,2x2,3,66.1,78.3,False,TN
3,2026-03-04T06:32:16.002Z,0.000020,73.460,False,False,1,4,False,4x4,0,63.8,81.3,False,TN
4,2026-03-04T06:32:17.502Z,0.000024,72.699,True,False,1,5,False,3x3,3,63.6,84.4,True,FN
5,2026-03-04T06:32:19.270Z,0.000023,127.762,False,False,0,5,False,1d:8,1,64.6,80.0,True,FN
6,2026-03-04T06:32:23.003Z,0.000058,71.596,False,False,0,5,False,3x3,1,62.9,75.3,False,TN
7,2026-03-04T06:32:23.286Z,0.000033,69.376,False,False,0,5,False,2x2,0,65.1,69.9,False,TN
8,2026-03-04T06:32:24.291Z,0.000001,128.918,False,False,0,5,False,1d:4,1,66.4,67.1,False,TN
9,2026-03-04T06:32:28.002Z,0.000009,128.335,True,True,1,5,False,3x3,2,67.9,72.5,True,FN
10,2026-03-04T06:32:31.005Z,0.000025,131.765,True,True,2,5,True,1d:2,2,66.9,72.5,True,TP
11,2026-03-04T06:32:31.320Z,0.000003,72.211,True,False,2,5,True,2x4,1,62.5,59.2,False,FP
12,2026-03-04T06:32:36.005Z,0.000039,71.233,False,False,2,5,True,2x2,3,60.1,63.3,False,FP
13,2026-03-04T06:32:36.334Z,0.000013,73.864,False,False,2,5,True,4x4,2,63.8,62.7,False,FP
14,2026-03-04T06:32:40.353Z,0.000001,69.460,False,False,1,5,False,2x2,2,62.0,54.0,False,TN
15,2026-03-04T06:32:44.001Z,0.000024,72.797,False,False,0,5,False,1d:15,3,63.2,51.6,False,TN
16,2026-03-04T06:32:44.368Z,0.000005,134.023,False,False,0,5,False,4x4,1,60.0,57.1,False,TN
17,2026-03-04T06:32:48.002Z,0.000354,71.449,False,False,0,5,False,1d:2,1,61.5,58.6,False,TN
18,2026-03-04T06:32:48.386Z,0.000166,73.378,False,False,0,5,False,1d:8,1,65.8,61.3,False,TN
19,2026-03-04T06:32:52.406Z,0.000030,75.672,False,False,0,5,False,3x3,0,64.9,68.7,False,TN
20,2026-03-04T06:32:53.411Z,0.000009,72.220,False,False,0,5,False,2x2,1,64.6,65.9,False,TN
21,2026-03-04T06:32:57.005Z,0.000013,73.628,False,False,0,5,False,4x4,3,68.5,67.9,False,TN
22,2026-03-04T06:33:00.004Z,0.000023,128.412,True,True,1,5,False,4x4,1,73.6,75.1,True,FN
23,2026-03-04T06:33:02.503Z,0.000042,74.671,False,False,1,5,False,3x3,1,77.2,73.0,False,TN
24,2026-03-04T06:33:03.484Z,0.000013,73.035,False,False,1,5,False,1d:8,3,76.8,74.2,False,TN
25,2026-03-04T06:33:04.490Z,0.000007,71.342,False,False,1,5,False,1d:15,1,83.4,71.1,False,TN
26,2026-03-04T06:33:09.003Z,0.000047,69.622,False,False,1,5,False,2x2,1,78.3,64.3,False,TN
27,2026-03-04T06:33:09.513Z,0.000012,72.392,False,False,0,5,False,1d:15,0,77.8,71.2,False,TN
28,2026-03-04T06:33:14.004Z,0.000020,131.056,True,True,1,5,False,2x4,2,72.3,75.9,True,FN
29,2026-03-04T06:33:18.504Z,0.000376,128.355,False,False,1,5,False,2x4,0,68.5,77.7,True,FN
30,2026-03-04T06:33:18.541Z,0.000030,70.994,False,False,1,5,False,1d:4,2,76.3,82.2,False,TN
31,2026-03-04T06:33:19.547Z,0.000015,73.070,True,False,1,5,False,3x3,3,75.0,83.8,False,TN
32,2026-03-04T06:33:23.501Z,0.000030,128.505,False,False,1,5,False,1d:4,0,73.3,78.6,True,FN
33,2026-03-04T06:33:26.001Z,0.000052,130.553,True,True,1,5,False,2x2,2,73.6,81.7,True,FN
34,2026-03-04T06:33:26.501Z,0.000082,73.147,False,False,1,5,False,4x4,0,73.6,83.7,True,FN
35,2026-03-04T06:33:28.002Z,0.000086,72.883,False,False,1,5,False,3x3,1,74.6,85.6,False,TN
