fusion_id,utc_iso,dt_s,max_temp,imagery_fire,raw_signal,window_confirmations,window_fill,decision,thermal_shape,num_detections,thermal_distance_m,imagery_distance_m,thermal_x,thermal_y,thermal_z,imagery_x,imagery_y,imagery_z,inter_drone_dist_m,separation_xy_m,separation_dz_m,fire_window,hit_miss
0,2026-04-15T01:50:12.278Z,0.307140,74.055,False,False,0,1,False,2x2,1,66.4,96.1,-40.47,-33.89,40.32,-40.47,-33.89,80.32,40.00,0.00,40.00,True,FN
1,2026-04-15T01:50:12.501Z,0.118003,127.083,False,False,0,2,False,1d:2,1,62.9,93.8,-35.41,-32.94,40.25,-35.23,-33.92,80.07,39.83,1.00,39.82,True,FN
2,2026-04-15T01:50:13.501Z,0.054123,73.699,False,False,0,3,False,3x3,2,59.3,91.2,-27.92,-33.80,39.93,-27.88,-33.79,80.01,40.08,0.04,40.08,True,FN
3,2026-04-15T01:50:14.502Z,0.032457,71.405,False,False,0,4,False,2x2,0,56.2,89.0,-20.11,-34.11,39.95,-20.11,-33.83,79.80,39.85,0.28,39.85,True,FN
4,2026-04-15T01:50:16.001Z,0.019770,70.869,False,False,0,5,False,1d:2,0,54.2,87.0,-8.36,-34.96,40.58,-8.12,-33.44,79.89,39.34,1.54,39.31,True,FN
5,2026-04-15T01:50:20.005Z,0.013347,73.741,False,False,0,5,False,1d:2,1,58.0,89.2,24.46,-34.34,39.80,19.44,-34.52,79.97,40.48,5.02,40.17,True,FN
6,2026-04-15T01:50:24.502Z,0.033780,73.094,False,False,0,5,False,1d:8,1,60.5,91.3,28.24,-35.05,40.46,27.95,-33.63,80.12,39.69,1.45,39.66,True,FN
7,2026-04-15T01:50:25.500Z,0.056588,126.702,True,True,1,5,False,2x4,3,52.2,86.2,24.63,-21.96,40.41,24.13,-21.75,79.85,39.44,0.54,39.44,True,FN
8,2026-04-15T01:50:26.002Z,0.010452,130.568,False,False,1,5,False,2x4,2,46.2,83.0,7.74,-22.07,39.81,8.37,-22.28,79.47,39.67,0.66,39.66,True,FN
9,2026-04-15T01:50:31.001Z,0.013964,74.768,False,False,1,5,False,4x4,0,48.6,84.3,-16.50,-22.35,39.92,-15.93,-22.18,79.77,39.85,0.59,39.85,True,FN
10,2026-04-15T01:50:34.002Z,0.024640,73.215,False,False,1,5,False,3x3,2,53.3,86.9,-27.32,-21.62,40.30,-27.44,-22.35,79.35,39.06,0.74,39.05,True,FN
